#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
1.8%	89	-2870580.433978824	299.79743226905146	0.076
1.8%	90	-2871048.433978824	300.0960099147225	0.076
1.8%	91	-2870662.433978824	300.096153281726	0.0761
1.8%	92	-2870220.433978824	299.8785667300363	0.0761
1.9%	93	-2870158.433978824	299.72125234464517	0.0761
1.9%	94	-2870106.433978824	299.7129158567403	0.0761
1.9%	95	-2869869.433978824	299.7125828469525	0.0761
1.9%	96	-2869290.433978824	299.5773858287561	0.0762
1.9%	97	-2869010.433978824	299.35129569744106	0.0762
2.0%	98	-2869430.433978824	299.3888015371476	0.0762
2.0%	99	-2869994.433978824	299.5693305843685	0.076
2.0%	100	-2870472.433978824	299.78139779366444	0.0761
2.0%	101	-2870448.433978824	299.8632167764278	0.0761
2.0%	102	-2870176.433978824	299.86634715783947	0.0761
2.1%	103	-2870041.433978824	299.7826817294035	0.0761
2.1%	104	-2869866.433978824	299.7236587779041	0.0761
2.1%	105	-2869402.433978824	299.5473094557756	0.0761
2.1%	106	-2868710.433978824	299.32254149147076	0.0761
2.1%	107	-2868138.433978824	299.0600090835608	0.0761
2.2%	108	-2868089.433978824	298.92870125816387	0.0762
2.2%	109	-2868336.433978824	299.0091444860998	0.0762
2.2%	110	-2868803.433978824	299.1752302420537	0.0761
2.2%	111	-2869235.433978824	299.4176862165872	0.0761
2.2%	112	-2869495.433978824	299.465392742696	0.0761
2.3%	113	-2869484.433978824	299.5530203220689	0.0761
2.3%	114	-2869100.433978824	299.4432020491424	0.0761
2.3%	115	-2868405.433978824	299.24775101933534	0.0762
2.3%	116	-2867891.433978824	298.92700155327833	0.0762
2.3%	117	-2868293.433978824	298.8592740342111	0.0762
2.4%	118	-2869449.433978824	299.27219067734137	0.0762
2.4%	119	-2870080.433978824	299.59151597916616	0.0761
2.4%	120	-2869797.433978824	299.5718654737996	0.0761
2.4%	121	-2868993.433978824	299.37957937719483	0.0761
2.4%	122	-2868848.433978824	299.08622557379243	0.0761
2.5%	123	-2869723.433978824	299.2835780553205	0.0761
2.5%	124	-2870499.433978824	299.697202112464	0.0761
2.5%	125	-2870460.433978824	299.79216096705727	0.0762
2.5%	126	-2869364.433978824	299.5814149948808	0.0762
2.5%	127	-2868170.433978824	299.02177209378385	0.0761
2.6%	128	-2868199.433978824	298.823898638745	0.0761
2.6%	129	-2869166.433978824	299.01667593584006	0.0761
2.6%	130	-2870348.433978824	299.45927428845124	0.0761
2.6%	131	-2870917.433978824	299.8499070276064	0.0761
2.6%	132	-2870553.433978824	299.9228583696969	0.0761
2.7%	133	-2870324.433978824	299.83857998225136	0.0762
2.7%	134	-2870156.433978824	299.83012519796546	0.0762
2.7%	135	-2869962.433978824	299.7154568017715	0.0762
2.7%	136	-2869818.433978824	299.6755232761685	0.0761
2.7%	137	-2869163.433978824	299.54117136269554	0.0761
2.8%	138	-2868587.433978824	299.2699985424722	0.0761
2.8%	139	-2868758.433978824	299.2332386521979	0.0761
2.8%	140	-2869380.433978824	299.39165854360385	0.0762
2.8%	141	-2870334.433978824	299.7529036651134	0.0762
2.8%	142	-2870540.433978824	300.02378513459564	0.0762
2.9%	143	-2869966.433978824	299.96046173868	0.0762
2.9%	144	-2869454.433978824	299.7003227020431	0.0761
2.9%	145	-2869088.433978824	299.6105516111488	0.0761
2.9%	146	-2869040.433978824	299.4283478119245	0.0761
2.9%	147	-2869147.433978824	299.4257541543964	0.0761
3.0%	148	-2869020.433978824	299.46603269292035	0.0761
3.0%	149	-2869235.433978824	299.5128385361465	0.0761
3.0%	150	-2869801.433978824	299.68307233807036	0.0762
3.0%	151	-2870440.433978824	299.9069383121594	0.0762
3.0%	152	-2871019.433978824	300.1722628707066	0.0762
3.1%	153	-2870900.433978824	300.2471502123426	0.0761
3.1%	154	-2870220.433978824	300.1494590533154	0.0761
3.1%	155	-2869287.433978824	299.7962258208672	0.0761
3.1%	156	-2868256.433978824	299.39316747203935	0.0762
3.1%	157	-2867652.433978824	299.0704946060991	0.0762
3.2%	158	-2867610.433978824	298.95840602094484	0.0762
3.2%	159	-2867996.433978824	298.9088832641336	0.0761
3.2%	160	-2868836.433978824	299.15989372191615	0.0761
3.2%	161	-2869509.433978824	299.4583356374183	0.0761
3.2%	162	-2869610.433978824	299.6239673463034	0.0762
3.3%	163	-2869190.433978824	299.6644907830848	0.0762
3.3%	164	-2868664.433978824	299.45241883755324	0.0761
3.3%	165	-2868760.433978824	299.3935673259884	0.0761
3.3%	166	-2869246.433978824	299.53831907850866	0.0761
3.3%	167	-2869496.433978824	299.6294407553562	0.0761
3.4%	168	-2869432.433978824	299.7382252199562	0.0761
3.4%	169	-2869279.433978824	299.5893948469866	0.0761
3.4%	170	-2869432.433978824	299.63472789900055	0.0761
3.4%	171	-2869702.433978824	299.68792456116114	0.0761
3.4%	172	-2869736.433978824	299.7084413175515	0.0762
3.5%	173	-2869543.433978824	299.66253714505865	0.0762
3.5%	174	-2869240.433978824	299.5556690917895	0.0761
3.5%	175	-2869084.433978824	299.4515485329483	0.0761
3.5%	176	-2869030.433978824	299.4350830939362	0.0761
3.5%	177	-2868859.433978824	299.3806317238267	0.0761
3.6%	178	-2868596.433978824	299.3563231309199	0.0761
3.6%	179	-2868436.433978824	299.2556170526054	0.0761
3.6%	180	-2868514.433978824	299.30422261615627	0.0761
3.6%	181	-2868526.433978824	299.28926283134996	0.0762
3.6%	182	-2868173.433978824	299.2597596222286	0.0762
3.7%	183	-2867950.433978824	299.1904082563186	0.0762
3.7%	184	-2868422.433978824	299.17551402505813	0.0762
3.7%	185	-2869554.433978824	299.53716755826883	0.0761
3.7%	186	-2870277.433978824	299.93273046497995	0.0761
3.7%	187	-2869799.433978824	299.97329858593775	0.0761
3.8%	188	-2868671.433978824	299.59437755670314	0.0761
3.8%	189	-2867965.433978824	299.19877110272233	0.0761
3.8%	190	-2868367.433978824	299.1920231940929	0.0761
3.8%	191	-2869395.433978824	299.55141066056075	0.0762
3.8%	192	-2869900.433978824	299.8039090419261	0.0762
3.9%	193	-2870074.433978824	299.9405343194628	0.0762
3.9%	194	-2870236.433978824	299.91103319572017	0.0761
3.9%	195	-2870721.433978824	300.0469670751141	0.0761
3.9%	196	-2871354.433978824	300.36236758147186	0.0761
3.9%	197	-2871176.433978824	300.53230286440254	0.0761
4.0%	198	-2870455.433978824	300.39504910578614	0.0761
4.0%	199	-2869812.433978824	300.2194347584513	0.0762
4.0%	200	-2869394.433978824	300.00033079313107	0.0762
4.0%	201	-2869373.433978824	299.93878085003917	0.0762
4.0%	202	-2869144.433978824	299.8671149117906	0.0761
4.1%	203	-2868743.433978824	299.69460265573116	0.0761
4.1%	204	-2868621.433978824	299.58512050644316	0.0761
4.1%	205	-2868891.433978824	299.6210407975422	0.0761
4.1%	206	-2869943.433978824	299.88255576075716	0.0761
4.1%	207	-2871010.433978824	300.3474836231027	0.0761
4.2%	208	-2871136.433978824	300.57153171478603	0.0762
4.2%	209	-2870484.433978824	300.44334345072957	0.0762
4.2%	210	-2869636.433978824	300.0926507989691	0.0762
4.2%	211	-2869674.433978824	299.9301595458131	0.0761
4.2%	212	-2870434.433978824	300.0720154722929	0.0761
4.3%	213	-2870741.433978824	300.28573086354805	0.0761
4.3%	214	-2870280.433978824	300.28847324216474	0.0761
4.3%	215	-2869474.433978824	299.96962625862847	0.0761
4.3%	216	-2869612.433978824	299.8340537387531	0.0761
4.3%	217	-2870972.433978824	300.15089818100984	0.0762
4.4%	218	-2872216.433978824	300.7372199530138	0.0762
4.4%	219	-2872380.433978824	301.01202338712557	0.0761
4.4%	220	-2871442.433978824	300.75853828584945	0.0761
4.4%	221	-2870650.433978824	300.2740058841384	0.0761
4.4%	222	-2870695.433978824	300.15870212224394	0.0761
4.5%	223	-2870683.433978824	300.2068810169412	0.0761
4.5%	224	-2870284.433978824	300.1271689691348	0.0761
4.5%	225	-2869750.433978824	299.84759531393775	0.0762
4.5%	226	-2869646.433978824	299.6944633869946	0.0762
4.5%	227	-2870203.433978824	299.8406353527244	0.0762
4.6%	228	-2870800.433978824	300.1716274545428	0.0761
4.6%	229	-2871155.433978824	300.42912975954636	0.0761
4.6%	230	-2871184.433978824	300.5517091408188	0.0761
4.6%	231	-2870866.433978824	300.5703325717736	0.0761
4.6%	232	-2870355.433978824	300.36567864471846	0.0761
4.7%	233	-2869992.433978824	300.1024080979782	0.0762
4.7%	234	-2870135.433978824	300.0098834240279	0.0761
4.7%	235	-2870562.433978824	300.05348578918847	0.0761
4.7%	236	-2870812.433978824	300.20569131294843	0.0761
4.7%	237	-2870647.433978824	300.24062638569814	0.0761
4.8%	238	-2870219.433978824	300.09910579310366	0.0762
4.8%	239	-2870126.433978824	299.99881885652536	0.0761
4.8%	240	-2870023.433978824	299.9950054908316	0.0761
4.8%	241	-2869454.433978824	299.90334432644613	0.0761
4.8%	242	-2868620.433978824	299.62310710419854	0.0761
4.9%	243	-2868015.433978824	299.36657669369185	0.0761
4.9%	244	-2868211.433978824	299.3504112382189	0.0761
4.9%	245	-2869150.433978824	299.57316256475195	0.0761
4.9%	246	-2870309.433978824	299.99467416646223	0.0761
4.9%	247	-2871298.433978824	300.5208522375434	0.0762
5.0%	248	-2871499.433978824	300.78345024122126	0.0762
5.0%	249	-2870976.433978824	300.57081533693287	0.0761
5.0%	250	-2870606.320555158	300.3344516075617	0.0761
5.0%	251	-2870771.320555158	300.25806973696643	0.0761
5.0%	252	-2871533.320555158	300.4028434224851	0.0761
5.1%	253	-2872142.320555158	300.7627399439777	0.0761
5.1%	254	-2871655.320555158	300.88944830459934	0.0761
5.1%	255	-2870348.320555158	300.4652582027925	0.0761
5.1%	256	-2869223.320555158	300.03664502907407	0.0761
5.1%	257	-2869287.320555158	299.7567333365814	0.0761
5.2%	258	-2870285.320555158	300.1008658460016	0.0762
5.2%	259	-2870987.320555158	300.47097577261053	0.0762
5.2%	260	-2871153.320555158	300.6470780727938	0.0761
5.2%	261	-2871171.320555158	300.57305437371247	0.0761
5.2%	262	-2871389.320555158	300.58117963067014	0.0761
5.3%	263	-2871485.320555158	300.6409415186616	0.0761
5.3%	264	-2870945.320555158	300.59682524485925	0.0761
5.3%	265	-2870242.320555158	300.3559645722788	0.0761
5.3%	266	-2870103.320555158	300.1907782316204	0.0761
5.3%	267	-2870510.320555158	300.3047706874402	0.0762
5.4%	268	-2870990.320555158	300.4811398568441	0.0762
5.4%	269	-2870836.320555158	300.54988582142704	0.0761
5.4%	270	-2870337.320555158	300.34945328231015	0.0761
5.4%	271	-2870189.320555158	300.177913166991	0.0761
5.4%	272	-2870617.320555158	300.24060576111356	0.0761
5.5%	273	-2871271.320555158	300.5853616157477	0.0761
5.5%	274	-2871413.320555158	300.78814869841943	0.0761
5.5%	275	-2871072.320555158	300.67417892659466	0.0761
5.5%	276	-2870815.320555158	300.52059928684463	0.0762
5.5%	277	-2870711.320555158	300.4013224452542	0.0761
5.6%	278	-2870692.320555158	300.44508848029614	0.0761
5.6%	279	-2870521.320555158	300.46584132389705	0.0761
5.6%	280	-2870081.320555158	300.341858320054	0.0761
5.6%	281	-2869799.320555158	300.2149774487334	0.0761
5.6%	282	-2869668.320555158	300.2128144966054	0.0761
5.7%	283	-2869726.320555158	300.1971649321805	0.0761
5.7%	284	-2869869.320555158	300.21766394316813	0.0762
5.7%	285	-2869813.320555158	300.2631440729276	0.0762
5.7%	286	-2869289.320555158	300.10809510873776	0.0761
5.7%	287	-2868699.320555158	299.87026636121084	0.0761
5.8%	288	-2868645.320555158	299.75386498839663	0.0761
5.8%	289	-2869263.320555158	299.791842251991	0.0761
5.8%	290	-2870192.320555158	300.06154535840625	0.0761
5.8%	291	-2870730.320555158	300.33026087802295	0.0761
5.8%	292	-2870451.320555158	300.43153252739756	0.0761
5.9%	293	-2869754.320555158	300.19182245021494	0.0762
5.9%	294	-2868840.320555158	299.78554913066785	0.0761
5.9%	295	-2868196.320555158	299.5227821228254	0.0761
5.9%	296	-2868041.320555158	299.3640129504394	0.0761
5.9%	297	-2868175.320555158	299.4119883752822	0.0761
6.0%	298	-2868831.320555158	299.492467390218	0.0761
6.0%	299	-2869687.320555158	299.85160377948233	0.0761
6.0%	300	-2870196.7241568677	300.13910655939435	0.0761
6.0%	301	-2870454.7241568677	300.2598268242867	0.0761
6.0%	302	-2870395.7241568677	300.3580865767736	0.0762
6.1%	303	-2870424.7241568677	300.2769097272288	0.0761
6.1%	304	-2870642.7241568677	300.2677446964744	0.0761
6.1%	305	-2870345.7241568677	300.29901324034745	0.0761
6.1%	306	-2869637.7241568677	300.030243543972	0.0761
6.1%	307	-2868884.7241568677	299.77722011040737	0.0761
6.2%	308	-2868848.7241568677	299.5660964898839	0.0762
6.2%	309	-2869876.7241568677	299.74297516840096	0.0761
6.2%	310	-2871041.7241568677	300.1905627623634	0.0761
6.2%	311	-2871834.7241568677	300.49554728872425	0.0761
6.2%	312	-2871958.7241568677	300.7674590437246	0.0761
6.3%	313	-2871505.7241568677	300.64982445047565	0.0761
6.3%	314	-2871375.7241568677	300.5420551483322	0.0761
6.3%	315	-2871344.7241568677	300.5164979694214	0.0761
6.3%	316	-2871130.7241568677	300.4311585910892	0.0761
6.3%	317	-2870427.7241568677	300.2794345558539	0.0761
6.4%	318	-2869665.7241568677	299.95692148354374	0.0761
6.4%	319	-2869652.7241568677	299.7445725976092	0.0761
6.4%	320	-2870344.7241568677	299.9029141115865	0.0761
6.4%	321	-2870778.7241568677	300.1911987244709	0.0761
6.4%	322	-2870550.7241568677	300.2524909457413	0.0761
6.5%	323	-2869806.7241568677	300.04175000406025	0.0761
6.5%	324	-2869415.7241568677	299.82971556876464	0.0761
6.5%	325	-2869781.7241568677	299.86997719402353	0.0761
6.5%	326	-2870682.7241568677	300.15869462573085	0.0761
6.5%	327	-2871334.7241568677	300.5797919272892	0.0761
6.6%	328	-2871279.7241568677	300.75464042656665	0.0761
6.6%	329	-2870700.7241568677	300.61791258213356	0.0761
6.6%	330	-2870327.7241568677	300.38483203767305	0.0761
6.6%	331	-2870276.7241568677	300.2415914893955	0.0761
6.6%	332	-2870232.7241568677	300.2266365653379	0.0761
6.7%	333	-2870087.7241568677	300.366841239948	0.0761
6.7%	334	-2869826.7241568677	300.1763151311517	0.0762
6.7%	335	-2869568.7241568677	300.00139084619883	0.0761
6.7%	336	-2869407.7241568677	299.8608555222038	0.0761
6.7%	337	-2869141.7241568677	299.85640154619	0.0761
6.8%	338	-2868797.7241568677	299.7326620820785	0.0761
6.8%	339	-2868694.7241568677	299.75984929176747	0.0761
6.8%	340	-2868766.7241568677	299.7855969106311	0.0761
6.8%	341	-2868952.7241568677	299.8998260755321	0.0761
6.8%	342	-2868905.7241568677	299.9393175972517	0.0761
6.9%	343	-2868680.7241568677	299.9537761082961	0.0761
6.9%	344	-2868674.7241568677	299.9294985915253	0.0761
6.9%	345	-2868974.7241568677	300.1104454599169	0.0761
6.9%	346	-2869337.7241568677	300.22710767758224	0.0761
6.9%	347	-2869487.7241568677	300.34233097293117	0.0761
7.0%	348	-2868970.7241568677	300.27791897866814	0.0761
7.0%	349	-2868412.7241568677	299.9722069700475	0.0761
7.0%	350	-2868399.7241568677	299.81477410302693	0.0761
7.0%	351	-2869018.7241568677	299.9621243176213	0.0761
7.0%	352	-2869817.7241568677	300.2097097370212	0.0761
7.1%	353	-2870058.7241568677	300.41594455475774	0.0761
7.1%	354	-2869772.7241568677	300.3475184788186	0.0761
7.1%	355	-2869922.7241568677	300.2567828375533	0.0761
7.1%	356	-2870548.7241568677	300.46670953827925	0.0761
7.1%	357	-2871377.7241568677	300.7724527579175	0.0761
7.2%	358	-2871981.7241568677	301.10666779077457	0.0761
7.2%	359	-2872140.7241568677	301.22190102538565	0.0761
7.2%	360	-2872226.7241568677	301.2275642771633	0.0761
7.2%	361	-2872162.7241568677	301.192986705881	0.0761
7.2%	362	-2871760.7241568677	300.9906568411495	0.0761
7.3%	363	-2871110.7241568677	300.7307521807999	0.0761
7.3%	364	-2870304.7241568677	300.43908086377013	0.0761
7.3%	365	-2869751.7241568677	300.1166488011395	0.0761
7.3%	366	-2869818.7241568677	300.0758565138872	0.0761
7.3%	367	-2870353.7241568677	300.18751842200044	0.0761
7.4%	368	-2871238.7241568677	300.5137288364158	0.0761
7.4%	369	-2872023.7241568677	300.812427367592	0.0761
7.4%	370	-2872204.7241568677	300.9417065192744	0.0761
7.4%	371	-2871983.7241568677	300.8793646947598	0.0761
7.4%	372	-2871566.7241568677	300.7275037258537	0.0761
7.5%	373	-2870856.7241568677	300.4865625255742	0.0761
7.5%	374	-2870020.7241568677	300.2180036481982	0.0761
7.5%	375	-2869021.4804556165	299.78847781731287	0.0761
7.5%	376	-2868241.4804556165	299.37193597573173	0.0761
7.5%	377	-2868283.4804556165	299.2675354078556	0.0761
7.6%	378	-2868991.4804556165	299.42079868553526	0.0761
7.6%	379	-2869807.4804556165	299.82307681897476	0.0761
7.6%	380	-2869975.4804556165	300.0733036332734	0.0761
7.6%	381	-2869462.4804556165	300.076792654373	0.0761
7.6%	382	-2869316.4804556165	299.9264816163406	0.0761
7.7%	383	-2869907.4804556165	300.0298938341399	0.0761
7.7%	384	-2870591.4804556165	300.3271471854328	0.0761
7.7%	385	-2870494.4804556165	300.48908057969476	0.0761
7.7%	386	-2869427.4804556165	300.28503005065306	0.0761
7.7%	387	-2868506.4804556165	299.84646782870675	0.0761
7.8%	388	-2868565.4804556165	299.6601378689923	0.0761
7.8%	389	-2869379.4804556165	299.9132747609976	0.0761
7.8%	390	-2870137.4804556165	300.3902324213768	0.0761
7.8%	391	-2869800.4804556165	300.52946201199825	0.0761
7.8%	392	-2868582.4804556165	300.2638429745817	0.0761
7.9%	393	-2867607.4804556165	299.8386232325599	0.0761
7.9%	394	-2867440.4804556165	299.68229852333354	0.0761
7.9%	395	-2868164.4804556165	299.7791309530294	0.0761
7.9%	396	-2869011.4804556165	300.0940064694438	0.0761
7.9%	397	-2869399.4804556165	300.3306731385821	0.0761
8.0%	398	-2869388.4804556165	300.28210171765704	0.0761
8.0%	399	-2869127.4804556165	300.19982813477213	0.0761
8.0%	400	-2869081.4804556165	300.1485672985135	0.0761
8.0%	401	-2869517.4804556165	300.21350418885396	0.0761
8.0%	402	-2870043.4804556165	300.37255106677816	0.0761
8.1%	403	-2870405.4804556165	300.5358082587082	0.0761
8.1%	404	-2870147.4804556165	300.5534645225237	0.0761
8.1%	405	-2869747.4804556165	300.4002601369392	0.0761
8.1%	406	-2869687.4804556165	300.3448718567082	0.0761
8.1%	407	-2869960.4804556165	300.3665037174996	0.0761
8.2%	408	-2870409.4804556165	300.43096518891394	0.0761
8.2%	409	-2870465.4804556165	300.5909738114535	0.0761
8.2%	410	-2870274.4804556165	300.4957207983405	0.0761
8.2%	411	-2870129.4804556165	300.41253426907934	0.0761
8.2%	412	-2869622.4804556165	300.26234498002486	0.0761
8.3%	413	-2869009.4804556165	300.0273761678632	0.0761
8.3%	414	-2868174.4804556165	299.7588253805706	0.0761
8.3%	415	-2867560.4804556165	299.4222162750191	0.0761
8.3%	416	-2867986.4804556165	299.4197729083488	0.0761
8.3%	417	-2869007.4804556165	299.7759479939068	0.0761
8.4%	418	-2870095.4804556165	300.17821761004365	0.0761
8.4%	419	-2870569.4804556165	300.4011569214949	0.0761
8.4%	420	-2870185.4804556165	300.4200259041719	0.0761
8.4%	421	-2869990.4804556165	300.292027474766	0.0761
8.4%	422	-2869827.4804556165	300.1819959039302	0.0761
8.5%	423	-2869602.4804556165	300.0910351682748	0.0761
8.5%	424	-2869393.4804556165	300.0047360248879	0.0761
8.5%	425	-2868847.4804556165	299.8568246716167	0.0761
8.5%	426	-2868731.4804556165	299.72248292629587	0.0761
8.5%	427	-2869078.4804556165	299.8184578506441	0.0761
8.6%	428	-2869505.4804556165	300.03075140074213	0.0761
8.6%	429	-2869972.4804556165	300.2219523081875	0.0761
8.6%	430	-2870086.4804556165	300.3001795644205	0.0761
8.6%	431	-2870197.4804556165	300.2611401977102	0.0761
8.6%	432	-2870531.4804556165	300.4112382871999	0.0761
8.7%	433	-2870530.4804556165	300.4738213909939	0.0761
8.7%	434	-2870453.4804556165	300.49619523761504	0.0761
8.7%	435	-2870363.4804556165	300.3944039877254	0.0761
8.7%	436	-2870615.4804556165	300.3369836315741	0.0761
8.7%	437	-2871199.4804556165	300.50244461604916	0.0761
8.8%	438	-2871409.4804556165	300.6368033136739	0.0761
8.8%	439	-2871027.4804556165	300.5531121770589	0.0761
8.8%	440	-2870265.4804556165	300.3274758568542	0.0761
8.8%	441	-2869511.4804556165	299.9571934226097	0.0761
8.8%	442	-2869189.4804556165	299.64059344372623	0.0761
8.9%	443	-2868975.4804556165	299.5833496621466	0.0761
8.9%	444	-2868823.4804556165	299.4452593599392	0.0761
8.9%	445	-2868705.4804556165	299.41549035093925	0.0761
8.9%	446	-2868575.4804556165	299.3847551233359	0.0761
8.9%	447	-2868385.4804556165	299.40865629546715	0.0761
9.0%	448	-2868373.4804556165	299.29818224148613	0.0761
9.0%	449	-2868905.4804556165	299.4161579000478	0.0761
9.0%	450	-2869849.4804556165	299.7757721969506	0.0761
9.0%	451	-2870687.4804556165	300.1681750654344	0.0761
9.0%	452	-2871269.4804556165	300.3437739223661	0.0761
9.1%	453	-2871426.4804556165	300.5015506042314	0.0761
9.1%	454	-2871411.4804556165	300.4729555914738	0.0761
9.1%	455	-2871323.4804556165	300.4334361835684	0.0761
9.1%	456	-2871279.4804556165	300.44403579331	0.0761
9.1%	457	-2871209.4804556165	300.4730047524045	0.0761
9.2%	458	-2870791.4804556165	300.4664283543345	0.0761
9.2%	459	-2870118.4804556165	300.2065321997813	0.0761
9.2%	460	-2869427.4804556165	299.93322955161074	0.0761
9.2%	461	-2868645.4804556165	299.583775466608	0.0761
9.2%	462	-2868190.4804556165	299.21320674765354	0.0761
9.3%	463	-2868266.4804556165	299.08697646195657	0.0761
9.3%	464	-2868867.4804556165	299.1815164809653	0.0761
9.3%	465	-2869563.4804556165	299.4102890459486	0.0761
9.3%	466	-2869691.4804556165	299.58387326623244	0.0761
9.3%	467	-2869363.4804556165	299.5651574173261	0.0761
9.4%	468	-2869176.4804556165	299.3083626874457	0.0761
9.4%	469	-2869683.4804556165	299.4502147212711	0.0761
9.4%	470	-2870636.4804556165	299.78511122033257	0.0761
9.4%	471	-2871137.4804556165	300.13251223402665	0.0761
9.4%	472	-2870613.4804556165	300.1528486510391	0.0761
