#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
1.0%	500	-2872107.192933943	300.9010308661757	0.38
1.0%	505	-2870212.192933943	300.249946426837	0.38
1.0%	510	-2869635.192933943	300.03103297943363	0.38
1.0%	515	-2869130.192933943	299.7744348932269	0.38
1.0%	520	-2869216.192933943	299.8378543627221	0.38
1.1%	525	-2870450.192933943	300.2653991916344	0.38
1.1%	530	-2870042.192933943	300.2203867908019	0.38
1.1%	535	-2870366.192933943	300.1958607010407	0.38
1.1%	540	-2869930.192933943	300.0919276530034	0.381
1.1%	545	-2870850.192933943	300.38577771581674	0.381
1.1%	550	-2871472.192933943	300.6658476157962	0.38
1.1%	555	-2872296.192933943	300.9819676661616	0.38
1.1%	560	-2870922.192933943	300.3854393363396	0.38
1.1%	565	-2870554.192933943	300.44495829421595	0.38
1.1%	570	-2868986.192933943	299.77597279110927	0.38
1.1%	575	-2869040.853964787	299.8447705288199	0.38
1.2%	580	-2869630.853964787	299.8146175202571	0.38
1.2%	585	-2869932.853964787	300.33018723809283	0.38
1.2%	590	-2870192.853964787	300.3106471487458	0.381
1.2%	595	-2871141.853964787	300.6543250134705	0.38
1.2%	600	-2871012.853964787	300.4320614805032	0.38
1.2%	605	-2869758.853964787	300.0353429497198	0.38
1.2%	610	-2870980.853964787	300.43342050804694	0.38
1.2%	615	-2870878.853964787	300.45669020062803	0.38
1.2%	620	-2869858.853964787	299.93642924891236	0.38
1.2%	625	-2870342.853964787	300.07317480995897	0.381
1.3%	630	-2869471.853964787	300.15551845568854	0.381
1.3%	635	-2868642.853964787	299.8563021484178	0.38
1.3%	640	-2869880.853964787	300.3203577751776	0.38
1.3%	645	-2869926.853964787	300.250965944584	0.38
1.3%	650	-2870169.318252852	300.4026712537314	0.38
1.3%	655	-2870197.318252852	300.66290774659456	0.38
1.3%	660	-2870745.318252852	300.50667668415576	0.38
1.3%	665	-2870731.318252852	300.6738282500659	0.381
1.3%	670	-2870099.318252852	300.20073642463717	0.381
1.4%	675	-2869467.2278351914	300.3117325473007	0.381
1.4%	680	-2869751.2278351914	300.58378605596374	0.38
1.4%	685	-2869745.2278351914	300.38362043804835	0.38
1.4%	690	-2870138.2278351914	300.6450866354578	0.38
1.4%	695	-2870021.2278351914	300.33734358462084	0.38
1.4%	700	-2869211.2278351914	300.19063246651166	0.38
1.4%	705	-2870628.2278351914	300.7446587194753	0.38
1.4%	710	-2870129.2278351914	300.43708355353203	0.38
1.4%	715	-2868442.2278351914	299.70209140972844	0.381
1.4%	720	-2867149.2278351914	299.2088250889679	0.38
1.4%	725	-2869119.2278351914	299.9571631297227	0.38
1.5%	730	-2869858.2278351914	300.43551855084667	0.38
1.5%	735	-2868315.2278351914	299.8020768531099	0.38
1.5%	740	-2868348.2278351914	299.88782410723167	0.38
1.5%	745	-2868119.2278351914	300.02650564310176	0.38
1.5%	750	-2867225.2278351914	299.77616319902324	0.38
1.5%	755	-2869375.2278351914	300.2930402200545	0.381
1.5%	760	-2868829.2278351914	300.16259296672723	0.381
1.5%	765	-2869092.2278351914	300.3974953396661	0.38
1.5%	770	-2870788.2278351914	300.93938878364094	0.38
1.6%	775	-2869549.2278351914	300.4656516530546	0.38
1.6%	780	-2870622.2278351914	300.89571745982255	0.38
1.6%	785	-2869753.2278351914	300.6014520826093	0.38
1.6%	790	-2870430.2278351914	300.8544632683616	0.381
1.6%	795	-2869652.2278351914	300.2432483064278	0.38
1.6%	800	-2869410.031266151	300.4145498271918	0.38
1.6%	805	-2870224.031266151	300.72699465973324	0.38
1.6%	810	-2869997.031266151	300.58775819884795	0.38
1.6%	815	-2869818.031266151	300.45027973336096	0.38
1.6%	820	-2871103.031266151	300.51603348250427	0.38
1.6%	825	-2870244.031266151	300.42078566716094	0.38
1.7%	830	-2869229.031266151	300.2256858347216	0.38
1.7%	835	-2871323.031266151	300.8343369337026	0.38
1.7%	840	-2869238.031266151	300.09364211175915	0.38
1.7%	845	-2869452.031266151	299.9997407626162	0.38
1.7%	850	-2870671.031266151	300.63441158981345	0.38
1.7%	855	-2870041.031266151	300.49700350453867	0.38
1.7%	860	-2870834.031266151	300.6498101470394	0.38
1.7%	865	-2869760.031266151	300.14494930154393	0.38
1.7%	870	-2869564.031266151	300.141080976316	0.38
1.8%	875	-2870645.031266151	300.80154366624134	0.38
1.8%	880	-2869467.031266151	300.22268414562836	0.38
1.8%	885	-2868737.031266151	299.99791186106	0.38
1.8%	890	-2869963.031266151	300.3946733736653	0.38
1.8%	895	-2869127.031266151	300.1368730283644	0.38
1.8%	900	-2870597.031266151	300.9074117346954	0.38
1.8%	905	-2870352.031266151	300.69257582730535	0.38
1.8%	910	-2870189.031266151	300.6202051612234	0.38
1.8%	915	-2869020.031266151	300.206325304503	0.38
1.8%	920	-2869163.031266151	300.24510458654976	0.38
1.9%	925	-2870523.031266151	300.8002145139063	0.38
1.9%	930	-2870307.031266151	300.74486509496796	0.38
1.9%	935	-2868560.031266151	300.06448934589866	0.38
1.9%	940	-2869555.031266151	300.71104681727815	0.38
1.9%	945	-2871329.031266151	301.2854334805862	0.38
1.9%	950	-2869549.031266151	300.40671362420153	0.38
1.9%	955	-2869617.031266151	300.2316467339449	0.38
1.9%	960	-2869353.031266151	300.2159825209793	0.38
1.9%	965	-2870004.031266151	300.6252585404757	0.38
1.9%	970	-2870761.031266151	300.79384304431403	0.38
1.9%	975	-2870237.031266151	300.5725745526985	0.38
2.0%	980	-2869501.031266151	300.29416841849724	0.38
2.0%	985	-2869033.031266151	299.99322565569724	0.38
2.0%	990	-2870699.031266151	300.7009239486784	0.38
2.0%	995	-2869997.031266151	300.71370302760687	0.38
2.0%	1000	-2870919.031266151	300.96091809021874	0.38
2.0%	1005	-2870769.031266151	300.9915948573062	0.38
2.0%	1010	-2870814.031266151	300.64867186541545	0.38
2.0%	1015	-2869872.031266151	300.43833939419665	0.38
2.0%	1020	-2868910.031266151	299.8094602987671	0.38
2.0%	1025	-2870463.031266151	300.29650121069614	0.38
2.1%	1030	-2870756.031266151	300.5881805887782	0.38
2.1%	1035	-2870225.031266151	300.3661741220246	0.38
2.1%	1040	-2870089.031266151	300.5832519571678	0.38
2.1%	1045	-2869189.031266151	300.1534179924804	0.38
2.1%	1050	-2867761.8891503643	299.7030962638375	0.38
2.1%	1055	-2870319.8891503643	300.7034512020007	0.38
2.1%	1060	-2870978.8891503643	300.8929685243642	0.38
2.1%	1065	-2869391.8891503643	300.07819537287605	0.38
2.1%	1070	-2871384.8891503643	300.8733262277436	0.38
2.1%	1075	-2869002.8891503643	300.2582676299689	0.38
2.2%	1080	-2869932.8891503643	300.3822457600085	0.38
2.2%	1085	-2869345.8891503643	300.166710220869	0.38
2.2%	1090	-2870051.8891503643	300.3988723489422	0.38
2.2%	1095	-2867903.8891503643	299.62353409342694	0.38
2.2%	1100	-2869337.8891503643	300.0902278462046	0.38
2.2%	1105	-2870274.8891503643	300.37802748896974	0.38
2.2%	1110	-2868682.8891503643	299.6851180302452	0.38
2.2%	1115	-2870344.8891503643	300.2283775623964	0.38
2.2%	1120	-2869874.8891503643	299.8251389799865	0.38
2.2%	1125	-2870708.8891503643	299.96496703696226	0.38
2.3%	1130	-2871536.8891503643	300.2330575637017	0.38
2.3%	1135	-2870804.8891503643	299.99982878827547	0.38
2.3%	1140	-2870082.8891503643	299.81337844502207	0.38
2.3%	1145	-2872921.8891503643	300.6680202800307	0.38
2.3%	1150	-2871748.782355601	300.33346332603475	0.38
2.3%	1155	-2869484.782355601	299.5161039071535	0.38
2.3%	1160	-2869611.782355601	299.78177685211773	0.38
2.3%	1165	-2869115.782355601	299.7560009224603	0.38
2.3%	1170	-2869323.782355601	299.8525508038634	0.38
2.4%	1175	-2870433.782355601	300.3646820503165	0.38
2.4%	1180	-2870198.782355601	300.1340883195797	0.38
2.4%	1185	-2871141.782355601	300.2842641842271	0.38
2.4%	1190	-2870580.782355601	299.9974000325447	0.38
2.4%	1195	-2871174.782355601	299.958687920414	0.38
2.4%	1200	-2871202.8892167825	300.2785751671534	0.38
2.4%	1205	-2870337.8892167825	299.8598184137186	0.38
2.4%	1210	-2868813.8892167825	299.24422310156626	0.38
2.4%	1215	-2869248.8892167825	299.25135491973003	0.38
2.4%	1220	-2870787.8892167825	300.15418777467124	0.38
2.5%	1225	-2870165.8892167825	299.7278689235385	0.38
2.5%	1230	-2870649.8892167825	300.0829413695717	0.38
2.5%	1235	-2868683.8892167825	299.0120266858258	0.38
2.5%	1240	-2870267.8892167825	299.6474202987237	0.38
2.5%	1245	-2871879.8892167825	300.36823322766	0.38
2.5%	1250	-2870517.8892167825	299.84710570682773	0.38
2.5%	1255	-2870040.8892167825	299.7209502332908	0.38
2.5%	1260	-2868978.8892167825	299.48961859799874	0.38
2.5%	1265	-2869853.8892167825	299.78683917412803	0.38
2.5%	1270	-2870403.8892167825	299.9512166139423	0.38
2.5%	1275	-2871435.8892167825	300.5091359475608	0.38
2.6%	1280	-2872039.8892167825	300.5670995593725	0.38
2.6%	1285	-2870684.8892167825	299.94583780858386	0.38
2.6%	1290	-2869433.8892167825	299.68567877938494	0.38
2.6%	1295	-2869029.8892167825	299.30930410900646	0.38
2.6%	1300	-2869219.8892167825	299.86722873190945	0.38
2.6%	1305	-2868835.8892167825	299.7223857555333	0.38
2.6%	1310	-2869501.8892167825	299.6335041164145	0.38
2.6%	1315	-2871715.8892167825	300.5411189574226	0.38
2.6%	1320	-2867727.8892167825	299.0423080601551	0.38
2.6%	1325	-2867877.8892167825	299.31349834116827	0.38
2.7%	1330	-2868649.8892167825	299.354661622773	0.38
2.7%	1335	-2868755.8892167825	299.5873321875592	0.38
2.7%	1340	-2869005.8892167825	299.5514859097389	0.38
2.7%	1345	-2869257.8892167825	299.66564778465727	0.38
2.7%	1350	-2867576.389115488	298.99808068041955	0.38
2.7%	1355	-2870730.389115488	300.0691402126631	0.38
2.7%	1360	-2870198.389115488	299.94333288972877	0.38
2.7%	1365	-2870859.389115488	300.2686916872363	0.38
2.7%	1370	-2869544.389115488	299.8239787920791	0.38
2.8%	1375	-2870153.3541020043	300.07184083456167	0.38
2.8%	1380	-2870235.3541020043	300.24372276411583	0.38
2.8%	1385	-2870330.3541020043	300.02655908019193	0.38
2.8%	1390	-2869205.3541020043	300.2134079705587	0.38
2.8%	1395	-2870189.3541020043	300.29237634816604	0.38
2.8%	1400	-2869710.3835377824	300.1556997157777	0.38
2.8%	1405	-2868460.3835377824	299.39689143475294	0.38
2.8%	1410	-2867051.3835377824	299.09209436268844	0.38
2.8%	1415	-2869001.3835377824	300.1810677466614	0.38
2.8%	1420	-2869931.3835377824	300.33810194944755	0.38
2.9%	1425	-2869282.3835377824	299.7028015258812	0.38
2.9%	1430	-2868016.3835377824	299.47910170620077	0.38
2.9%	1435	-2868717.3835377824	299.7779029316089	0.38
2.9%	1440	-2868553.3835377824	299.7325306666499	0.38
2.9%	1445	-2870199.3835377824	300.35563544444045	0.38
2.9%	1450	-2869091.3835377824	299.94968274040235	0.38
2.9%	1455	-2869791.3835377824	300.14726952903396	0.38
2.9%	1460	-2869555.3835377824	300.2313182636764	0.38
2.9%	1465	-2869296.3835377824	300.1587485618701	0.38
2.9%	1470	-2870539.3835377824	300.68729647648723	0.38
3.0%	1475	-2868758.3835377824	299.9214440710488	0.38
3.0%	1480	-2869585.3835377824	300.1191965175327	0.38
3.0%	1485	-2869199.3835377824	299.98486652229707	0.38
3.0%	1490	-2870269.3835377824	300.4462344479542	0.38
3.0%	1495	-2868325.3835377824	299.8680045001002	0.38
3.0%	1500	-2870711.3835377824	300.62499940336505	0.38
3.0%	1505	-2869108.3835377824	300.1039709008143	0.38
3.0%	1510	-2868765.3835377824	299.91967940324264	0.38
3.0%	1515	-2867648.3835377824	299.1036409698756	0.38
3.0%	1520	-2869687.3835377824	300.03703286196105	0.38
3.0%	1525	-2869269.3835377824	299.49706720471795	0.38
3.1%	1530	-2870048.3835377824	299.74177170513815	0.38
3.1%	1535	-2871976.3835377824	300.486232214652	0.38
3.1%	1540	-2870866.3835377824	300.0897151752123	0.38
3.1%	1545	-2869071.3835377824	299.25706083910046	0.38
3.1%	1550	-2869787.4994525965	299.3502925223326	0.38
3.1%	1555	-2870571.4994525965	299.86066795356214	0.38
3.1%	1560	-2872220.4994525965	300.3212265963881	0.38
3.1%	1565	-2870795.4994525965	299.72215924855266	0.38
3.1%	1570	-2872123.4994525965	300.10678420952064	0.38
3.1%	1575	-2870185.6427107695	299.33466953249996	0.38
3.2%	1580	-2870035.6427107695	299.25215019953896	0.38
3.2%	1585	-2872069.6427107695	299.86061230714375	0.38
3.2%	1590	-2869610.6427107695	298.9124823197237	0.38
3.2%	1595	-2871198.6427107695	299.57231634318305	0.38
3.2%	1600	-2872540.6427107695	300.0731526418762	0.38
3.2%	1605	-2870648.6427107695	299.35672230852066	0.38
3.2%	1610	-2870930.6427107695	299.36274426782427	0.38
3.2%	1615	-2871880.6427107695	299.7449479876423	0.38
3.2%	1620	-2871606.6427107695	299.7747341157989	0.38
3.2%	1625	-2871191.6427107695	299.4861550678014	0.38
3.3%	1630	-2871284.6427107695	299.34622512003784	0.38
3.3%	1635	-2872704.6427107695	300.09882278016545	0.38
3.3%	1640	-2870838.6427107695	299.6647288621176	0.38
3.3%	1645	-2869918.6427107695	299.4320109350534	0.38
3.3%	1650	-2870439.6255217213	299.3065429723384	0.38
3.3%	1655	-2869958.6255217213	299.19805366306963	0.38
3.3%	1660	-2869958.6255217213	299.31011443698543	0.38
3.3%	1665	-2871368.6255217213	299.9824310452749	0.38
3.3%	1670	-2869233.6255217213	299.2272018390236	0.38
3.4%	1675	-2870272.6255217213	299.5471067714485	0.38
3.4%	1680	-2870682.6255217213	299.567900346636	0.38
3.4%	1685	-2871159.6255217213	299.5094483884535	0.38
3.4%	1690	-2872696.6255217213	300.2432618619388	0.38
3.4%	1695	-2870628.6255217213	299.50064512674504	0.38
3.4%	1700	-2871152.6255217213	299.65874747332043	0.38
3.4%	1705	-2869774.6255217213	299.3579481607256	0.38
3.4%	1710	-2868544.6255217213	298.9507713677106	0.38
3.4%	1715	-2870110.6255217213	299.41512323368164	0.38
3.4%	1720	-2870858.6255217213	300.03920216866436	0.38
3.5%	1725	-2870864.6255217213	300.1965143069237	0.38
3.5%	1730	-2870625.6255217213	299.96515693842116	0.38
3.5%	1735	-2871781.6255217213	300.23026202554206	0.38
3.5%	1740	-2871501.6255217213	300.4458448537846	0.38
3.5%	1745	-2871382.6255217213	300.5748260969456	0.38
3.5%	1750	-2870523.095481405	300.45889509511875	0.38
3.5%	1755	-2869102.095481405	299.6317966090986	0.38
3.5%	1760	-2868764.095481405	299.4640840768676	0.38
3.5%	1765	-2868866.095481405	299.474128092369	0.38
3.5%	1770	-2870088.095481405	300.1021870395562	0.38
3.5%	1775	-2869289.7485883683	299.7277828184524	0.38
3.6%	1780	-2869420.7485883683	299.86806760736863	0.38
3.6%	1785	-2869180.7485883683	299.8274738877337	0.38
3.6%	1790	-2869442.7485883683	300.05287454424683	0.38
3.6%	1795	-2869551.7485883683	299.98016626522235	0.38
3.6%	1800	-2869658.7485883683	300.03957384498284	0.38
3.6%	1805	-2869025.7485883683	299.82702078501967	0.38
3.6%	1810	-2870022.7485883683	299.9946696339016	0.38
3.6%	1815	-2869651.7485883683	300.3734571092489	0.38
3.6%	1820	-2869860.7485883683	300.35444153962743	0.38
3.6%	1825	-2870552.7485883683	300.48864592994073	0.38
3.7%	1830	-2868366.7485883683	299.60813382527436	0.38
3.7%	1835	-2869770.7485883683	300.2507027215078	0.38
3.7%	1840	-2869876.7485883683	300.318422690357	0.38
3.7%	1845	-2870564.7485883683	300.5095808144119	0.38
3.7%	1850	-2870646.7485883683	300.2148301402365	0.38
3.7%	1855	-2870522.7485883683	300.04460489695737	0.38
3.7%	1860	-2871624.7485883683	300.60839209637277	0.38
3.7%	1865	-2871464.7485883683	300.6345312732835	0.38
3.7%	1870	-2871098.7485883683	300.6279109148224	0.38
3.8%	1875	-2869396.7485883683	299.94458152975744	0.38
3.8%	1880	-2871516.7485883683	300.8401441517422	0.38
3.8%	1885	-2869576.7485883683	300.18863821947957	0.38
3.8%	1890	-2866916.7485883683	299.42980227230163	0.38
3.8%	1895	-2867842.7485883683	299.596331936246	0.38
3.8%	1900	-2870063.7485883683	300.34402233123586	0.38
3.8%	1905	-2871246.7485883683	300.7504559542056	0.38
3.8%	1910	-2869409.7485883683	300.15949785065163	0.38
3.8%	1915	-2870566.7485883683	300.5124357545133	0.38
3.8%	1920	-2869196.7485883683	300.13695544580384	0.38
3.9%	1925	-2867864.7485883683	299.53137561121343	0.38
3.9%	1930	-2868666.7485883683	299.7014849005095	0.38
3.9%	1935	-2869396.7485883683	300.24700591238246	0.38
3.9%	1940	-2869348.7485883683	300.4701657148942	0.38
3.9%	1945	-2868909.7485883683	300.16232558997564	0.38
3.9%	1950	-2868151.0570327044	300.043190457916	0.38
3.9%	1955	-2870159.0570327044	300.6741436271728	0.38
3.9%	1960	-2869267.0570327044	300.3407992453906	0.38
3.9%	1965	-2867599.0570327044	299.4986703630456	0.38
3.9%	1970	-2868448.0570327044	300.0880422794072	0.38
4.0%	1975	-2869766.0570327044	300.5527671048262	0.38
4.0%	1980	-2869832.0570327044	300.40998607277857	0.38
4.0%	1985	-2869355.0570327044	300.10232985346454	0.38
4.0%	1990	-2870310.0570327044	300.6114038341378	0.38
4.0%	1995	-2869742.0570327044	300.5144682757452	0.38
4.0%	2000	-2870603.0570327044	300.65787984776114	0.38
4.0%	2005	-2869274.0570327044	300.0283604136632	0.38
4.0%	2010	-2870461.0570327044	300.74748767285377	0.38
4.0%	2015	-2868575.0570327044	299.90658383239077	0.38
4.0%	2020	-2868731.0570327044	299.7761979390317	0.38
4.0%	2025	-2869450.0570327044	300.16856205441997	0.38
4.1%	2030	-2869868.0570327044	300.55916907376803	0.38
4.1%	2035	-2869905.0570327044	300.4750827040402	0.38
4.1%	2040	-2868959.0570327044	299.9490569728633	0.38
4.1%	2045	-2869635.0570327044	300.2005678548976	0.38
4.1%	2050	-2869904.0570327044	300.49293823058355	0.38
4.1%	2055	-2867958.0570327044	299.9957671382905	0.38
4.1%	2060	-2869214.0570327044	300.54749061528156	0.38
4.1%	2065	-2870999.0570327044	301.01250175522125	0.38
4.1%	2070	-2870063.0570327044	300.5520243474961	0.38
4.2%	2075	-2869679.701990299	300.4133374355279	0.38
4.2%	2080	-2870272.701990299	300.5085672724326	0.38
4.2%	2085	-2870273.701990299	300.7277866702221	0.38
4.2%	2090	-2871207.701990299	301.0975949128288	0.38
4.2%	2095	-2868735.701990299	300.1956049350332	0.38
4.2%	2100	-2868065.701990299	300.1279274457535	0.38
4.2%	2105	-2869503.701990299	300.394533168879	0.38
4.2%	2110	-2868463.701990299	300.12695887648573	0.38
4.2%	2115	-2868159.701990299	300.047411998458	0.38
4.2%	2120	-2868920.701990299	300.4003893421585	0.38
4.2%	2125	-2868523.3475590535	300.48415985011906	0.38
4.3%	2130	-2868201.3475590535	299.98807357528386	0.38
4.3%	2135	-2867725.3475590535	299.8048150663326	0.38
4.3%	2140	-2867318.3475590535	299.65654349038454	0.38
4.3%	2145	-2869706.3475590535	300.44915651267206	0.38
4.3%	2150	-2869529.3475590535	300.17216512767305	0.38
4.3%	2155	-2868608.3475590535	299.7834554769969	0.38
4.3%	2160	-2867966.3475590535	299.6058298256807	0.38
4.3%	2165	-2869189.3475590535	299.88823675709335	0.38
4.3%	2170	-2870169.3475590535	300.4757719063761	0.38
4.3%	2175	-2869340.3475590535	299.84706386580694	0.38
4.4%	2180	-2868533.3475590535	299.6381984019258	0.38
4.4%	2185	-2868504.3475590535	299.5126057088714	0.38
4.4%	2190	-2868945.3475590535	299.64300165462663	0.38
4.4%	2195	-2869381.3475590535	299.95693978296595	0.38
4.4%	2200	-2868476.3475590535	299.8266179821425	0.38
4.4%	2205	-2870808.3475590535	300.72204507740264	0.38
4.4%	2210	-2870051.3475590535	300.44698500331174	0.38
4.4%	2215	-2868878.3475590535	299.73458513731435	0.38
4.4%	2220	-2869770.3475590535	299.87779008451764	0.38
4.5%	2225	-2871147.3475590535	300.56768747869694	0.38
4.5%	2230	-2868488.3475590535	299.8140751526648	0.38
4.5%	2235	-2869910.3475590535	300.1468473346254	0.38
4.5%	2240	-2870298.3475590535	300.44904745656305	0.38
4.5%	2245	-2870305.3475590535	300.42227025110344	0.38
4.5%	2250	-2870000.3475590535	300.2698481591128	0.38
4.5%	2255	-2869602.3475590535	300.20522482431693	0.38
4.5%	2260	-2870151.3475590535	300.18353702066355	0.38
4.5%	2265	-2869848.3475590535	300.3319238028952	0.38
4.5%	2270	-2869802.3475590535	300.0497720050451	0.38
4.5%	2275	-2871617.3475590535	300.4242321804422	0.38
4.6%	2280	-2871702.3475590535	300.5742268252653	0.38
4.6%	2285	-2871094.3475590535	300.3219980204663	0.38
4.6%	2290	-2871106.3475590535	300.25162399510515	0.38
4.6%	2295	-2870839.3475590535	300.0499485779695	0.38
4.6%	2300	-2872022.661705576	300.4000162246993	0.38
4.6%	2305	-2870498.661705576	300.1252396133365	0.38
4.6%	2310	-2871003.661705576	300.29921827624634	0.38
4.6%	2315	-2872604.661705576	300.82205281103785	0.38
4.6%	2320	-2869670.661705576	299.82558224631254	0.38
4.7%	2325	-2869898.661705576	299.97734501644453	0.38
4.7%	2330	-2870388.661705576	300.0568417827528	0.38
4.7%	2335	-2870971.661705576	300.14521854197415	0.38
4.7%	2340	-2871560.661705576	300.4824768332321	0.38
4.7%	2345	-2872647.661705576	300.74930049128517	0.38
4.7%	2350	-2871632.661705576	300.4453866043999	0.38
4.7%	2355	-2872666.661705576	300.5903163516239	0.38
4.7%	2360	-2873072.661705576	300.8863130601563	0.38
4.7%	2365	-2872787.661705576	300.6564956674015	0.38
4.7%	2370	-2872039.661705576	300.19057859183096	0.38
4.8%	2375	-2871375.3061442077	299.8994388597224	0.38
4.8%	2380	-2873194.3061442077	300.43952982584835	0.38
