#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
94.0%	470	-2872506.594527697	300.52463381558624	0.0771
94.2%	471	-2872431.594527697	300.5456085401825	0.0771
94.4%	472	-2871921.594527697	300.43186054057236	0.0771
94.6%	473	-2871709.594527697	300.23236581713525	0.0771
94.8%	474	-2871931.594527697	300.1749645936521	0.077
95.0%	475	-2872487.022368299	300.3220794214423	0.077
95.2%	476	-2873139.022368299	300.6083048737137	0.077
95.4%	477	-2873498.022368299	300.9431715343203	0.0771
95.6%	478	-2873301.022368299	300.96529655994004	0.0771
95.8%	479	-2872905.022368299	300.8420872924856	0.0771
96.0%	480	-2872435.022368299	300.6790166088915	0.0771
96.2%	481	-2872036.022368299	300.50252286820876	0.0771
96.4%	482	-2871579.022368299	300.34815546916445	0.0771
96.6%	483	-2871252.022368299	300.1859728853936	0.0771
96.8%	484	-2871312.022368299	300.12350048643157	0.0771
97.0%	485	-2871440.022368299	300.1228630558133	0.077
97.2%	486	-2871714.022368299	300.1691273019643	0.077
97.4%	487	-2871783.022368299	300.1715795847394	0.0771
97.6%	488	-2871775.022368299	300.23283037920214	0.0771
97.8%	489	-2871754.022368299	300.20089788752875	0.0771
98.0%	490	-2872028.022368299	300.29502748202225	0.0771
98.2%	491	-2872438.022368299	300.4093683024031	0.0771
98.4%	492	-2872506.022368299	300.58730386615633	0.0771
98.6%	493	-2871904.022368299	300.5204679895876	0.0771
98.8%	494	-2871531.022368299	300.2974644865691	0.0771
99.0%	495	-2871860.022368299	300.33499305425136	0.0771
99.2%	496	-2872892.022368299	300.565976058245	0.0771
99.4%	497	-2873643.022368299	301.02011442161927	0.0771
99.6%	498	-2873834.022368299	301.16759832749557	0.0771
99.8%	499	-2874058.022368299	301.1872502760945	0.0771
100.0%	500	-2874459.4628665727	301.2810788934539	0.0771
