#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
2.0%	985	-29315.966731427507	299.36084487254453	8.48
2.0%	990	-29238.333918927507	299.1101449920905	8.49
2.0%	995	-29310.236262677507	299.3877465682747	8.48
2.0%	1000	-29150.771418927507	298.20478397528177	8.48
2.0%	1005	-28886.415950177507	297.1686402885797	8.49
2.0%	1010	-28962.525325177507	298.75567974976195	8.48
2.0%	1015	-29049.318293927507	298.7356214089635	8.49
2.0%	1020	-29189.927668927507	300.6872217612935	8.48
2.0%	1025	-29751.804622052507	303.61507943301524	8.48
2.1%	1030	-29282.208918927507	300.5537409348533	8.48
2.1%	1035	-29709.146418927507	303.33622347327355	8.47
2.1%	1040	-29768.191340802507	302.0418338766636	8.48
2.1%	1045	-29285.330012677507	299.4331956242382	8.48
2.1%	1050	-29656.531184552507	302.2988203743568	8.48
2.1%	1055	-29485.665950177507	300.23570098669376	8.48
2.1%	1060	-29690.216731427507	302.3569947427956	8.48
2.1%	1065	-29534.400325177507	299.46112240393217	8.48
2.1%	1070	-28848.708918927507	296.8549758607927	8.48
2.1%	1075	-29328.345637677507	299.6484274964653	8.48
2.2%	1080	-28939.751887677507	297.3300030886998	8.47
2.2%	1085	-29152.185481427507	299.4748401012965	8.48
2.2%	1090	-29335.915950177507	300.2705148377692	8.48
2.2%	1095	-29083.997981427507	299.27421472280247	8.48
2.2%	1100	-29400.040950177507	300.57216539703745	8.48
2.2%	1105	-29016.917903302507	297.9866455352157	8.48
2.2%	1110	-28969.205012677507	298.4722373811659	8.47
2.2%	1115	-28884.113215802507	298.4249429706583	8.48
2.2%	1120	-29023.316340802507	299.2361186601581	8.48
2.2%	1125	-29309.150698088517	301.04257958648566	8.47
2.3%	1130	-29183.332338713517	299.3192380886929	8.48
2.3%	1135	-28868.109682463517	298.57493905420625	8.48
2.3%	1140	-29054.988588713517	300.1897134258406	8.48
2.3%	1145	-29192.396791838517	300.86113150711645	8.48
2.3%	1150	-29721.853823088517	302.8668025334679	8.48
2.3%	1155	-29361.601869963517	300.2681028262371	8.48
2.3%	1160	-29414.765932463517	300.31461927803525	8.48
2.3%	1165	-29021.900698088517	297.84220030268904	8.48
2.3%	1170	-29186.256166838517	299.9076941551662	8.48
2.4%	1175	-29047.787416838517	298.26259772997736	8.48
2.4%	1180	-28966.068666838517	299.1548281566712	8.49
2.4%	1185	-29245.888979338517	300.82414511026263	8.48
2.4%	1190	-29243.928041838517	301.17431511699726	8.48
2.4%	1195	-29297.273744963517	300.8576820257863	8.49
2.4%	1200	-29695.26119776757	302.372315460162	8.48
2.4%	1205	-29677.96041651757	301.8148291289066	8.48
2.4%	1210	-29717.41940089257	302.59268806253317	8.49
2.4%	1215	-29680.03658839257	301.58142442532056	8.48
2.4%	1220	-29918.57565089257	302.4763503109143	8.48
2.5%	1225	-29400.553145056336	299.69031237279387	8.49
2.5%	1230	-29688.100020056336	301.06213403470514	8.48
2.5%	1235	-29588.678145056336	299.5532820556458	8.48
2.5%	1240	-29657.828535681336	300.50445840683665	8.49
2.5%	1245	-29298.199629431336	297.9779461497352	8.48
2.5%	1250	-28807.334395056336	296.05867669549724	8.48
2.5%	1255	-29274.514082556336	299.7805074152663	8.49
2.5%	1260	-29717.086348181336	301.5044542869772	8.48
2.5%	1265	-29556.264082556336	300.2448890416726	8.48
2.5%	1270	-29257.119551306336	298.00993689233053	8.49
2.5%	1275	-29318.096113806336	298.38681654750815	8.48
2.6%	1280	-29511.086348181336	299.1883764318333	8.48
2.6%	1285	-29568.328535681336	299.22596493782976	8.49
2.6%	1290	-29503.504316931336	298.27496829157775	8.48
2.6%	1295	-29735.459395056336	299.4972257288645	8.49
2.6%	1300	-29528.916426306336	298.1538174221791	8.49
2.6%	1305	-29283.092207556336	297.2098043208336	8.48
2.6%	1310	-29589.756270056336	300.6401802817879	8.49
2.6%	1315	-29759.908613806336	301.12412272684327	8.49
2.6%	1320	-29713.232832556336	301.1379345726796	8.48
2.6%	1325	-29809.834395056336	299.1770762728581	8.49
2.7%	1330	-29474.818770056336	298.0307633812128	8.49
2.7%	1335	-29754.269941931336	299.066293107064	8.49
2.7%	1340	-29364.053145056336	296.5161836475183	8.49
2.7%	1345	-29374.879316931336	297.5748866257668	8.49
2.7%	1350	-29579.609785681336	298.6120981398905	8.49
2.7%	1355	-29692.584395056336	298.9313359646943	8.49
2.7%	1360	-29508.455488806336	298.6472468019445	8.48
2.7%	1365	-29682.420332556336	299.0515737797327	8.49
2.7%	1370	-30028.150801306336	301.1492446565853	8.49
2.8%	1375	-29777.555064920307	299.5690425110001	8.48
2.8%	1380	-29926.740611795307	300.96065244819647	8.49
2.8%	1385	-29445.349986795307	297.39595495300836	8.49
2.8%	1390	-29704.709361795307	300.3862283036995	8.48
2.8%	1395	-29566.709361795307	297.573286337514	8.49
2.8%	1400	-29238.252330545307	296.6912652403341	8.49
2.8%	1405	-29565.586314920307	298.6547708042624	8.48
2.8%	1410	-29158.998424295307	296.59370991117254	8.49
2.8%	1415	-29229.295299295307	298.4488647794641	8.49
2.8%	1420	-29551.361705545307	299.62338629379707	8.48
2.9%	1425	-29245.096080545307	298.8447314244942	8.49
2.9%	1430	-29874.338268045307	301.8253097633407	8.49
2.9%	1435	-29166.887096170307	296.60794728890335	8.48
2.9%	1440	-29464.851939920307	300.2584113646017	8.48
2.9%	1445	-29511.502330545307	299.46297369297196	8.49
2.9%	1450	-29850.932018045307	301.1822745021187	8.48
2.9%	1455	-30114.029674295307	300.77398362288534	8.49
2.9%	1460	-29473.560924295307	296.0740801344814	8.49
2.9%	1465	-29469.627330545307	296.6898606875302	8.48
2.9%	1470	-29258.590221170307	295.2834867895678	8.48
3.0%	1475	-29747.07559367262	298.3745576065002	8.49
3.0%	1480	-29989.79434367262	299.2014996248056	8.48
3.0%	1485	-29341.83926554762	295.69849920954056	8.48
3.0%	1490	-29517.93887492262	296.8619390155024	8.49
3.0%	1495	-29019.66153117262	294.7410898179279	8.48
3.0%	1500	-29495.47012492262	298.95529506209283	8.48
3.0%	1505	-29408.28067179762	297.7249828184682	8.49
3.0%	1510	-29508.92715617262	298.4012025571877	8.48
3.0%	1515	-29595.13809367262	298.0125151399426	8.48
3.0%	1520	-29602.43106242262	298.35652198189086	8.49
3.0%	1525	-29548.88614054762	296.71908343723305	8.48
3.1%	1530	-29687.09903117262	298.27819747911286	8.48
3.1%	1535	-29905.57949992262	298.4818501818932	8.49
3.1%	1540	-29797.33340617262	298.89590492654617	8.48
3.1%	1545	-29653.72403117262	297.5112048077315	8.48
3.1%	1550	-29631.82949992262	298.5605666984018	8.49
3.1%	1555	-29809.44278117262	299.8817556317003	8.48
3.1%	1560	-29787.20840617262	299.27823765186764	8.48
3.1%	1565	-29593.61856242262	298.0265324649353	8.49
3.1%	1570	-29416.24356242262	297.7497414469557	8.48
3.1%	1575	-29650.06192179762	298.80781152964965	8.48
3.2%	1580	-29803.32949992262	299.3960297225757	8.49
3.2%	1585	-29711.29043742262	298.2070999127276	8.48
3.2%	1590	-29323.96231242262	296.35501246479686	8.48
3.2%	1595	-29448.66934367262	297.64831037825945	8.49
3.2%	1600	-29856.26178944207	299.875918690932	8.48
3.2%	1605	-29967.75397694207	300.28376063760584	8.49
3.2%	1610	-29622.39850819207	298.27343940063264	8.49
3.2%	1615	-29715.53913319207	299.13791854975716	8.48
3.2%	1620	-29475.10163319207	297.18185781505787	8.49
3.2%	1625	-29495.42389881707	297.5879743992355	8.49
3.3%	1630	-29558.41022694207	297.84223476303055	8.48
3.3%	1635	-29702.61530506707	298.9521457951918	8.49
3.3%	1640	-30191.58405506707	301.61036582711216	8.49
3.3%	1645	-29815.15241444207	299.41699726275823	8.49
3.3%	1650	-29980.52936756707	300.94468585330617	8.49
3.3%	1655	-29641.22272694207	298.44949789062434	8.49
3.3%	1660	-29742.81647694207	300.18350435542874	8.49
3.3%	1665	-29607.50788319207	297.78219074006773	8.49
3.3%	1670	-29282.44928944207	296.76664342784807	8.49
3.4%	1675	-29617.00788319207	299.90665798465045	8.49
3.4%	1680	-29466.06647694207	298.4188796258691	8.49
3.4%	1685	-29716.62507069207	299.89302047886275	8.48
3.4%	1690	-29909.61335194207	299.88093222351125	8.49
3.4%	1695	-29436.66413319207	297.8430835172665	8.49
3.4%	1700	-30048.01569569207	301.53504505307126	8.48
3.4%	1705	-29495.41413319207	297.72262385133604	8.49
3.4%	1710	-29766.62116444207	299.98805970778807	8.49
3.4%	1715	-29607.11921131707	297.5315415963035	8.48
3.4%	1720	-29412.78132069207	297.7193063579776	8.49
3.5%	1725	-29851.00983631707	300.9180043891039	8.49
3.5%	1730	-29502.63093006707	298.78037043212703	8.48
3.5%	1735	-29607.73249256707	299.1181015293037	8.49
3.5%	1740	-29647.30475819207	298.21542850008376	8.49
3.5%	1745	-29727.43952381707	299.63572109138477	8.48
3.5%	1750	-29983.89069569207	301.05010050293424	8.49
3.5%	1755	-29647.12311756707	299.00805261571355	8.49
3.5%	1760	-30074.77741444207	301.0595018318504	8.48
3.5%	1765	-29749.58210194207	298.8478234119091	8.49
3.5%	1770	-29940.55085194207	300.5571792384729	8.49
3.5%	1775	-29939.29108631707	299.2621055978183	8.48
3.6%	1780	-29111.31257069207	296.15641113099616	8.49
3.6%	1785	-29930.15827381707	300.80999025484215	8.49
3.6%	1790	-29751.58600819207	298.7956543365369	8.48
3.6%	1795	-30284.71882069207	302.00602603416536	8.49
3.6%	1800	-29606.16022694207	297.8212452879525	8.49
3.6%	1805	-29360.66999256707	297.56625492314487	8.48
3.6%	1810	-29479.78327381707	298.9698516067319	8.49
3.6%	1815	-30104.51960194207	302.14838400943216	8.49
3.6%	1820	-29651.14069569207	298.52496140439695	8.49
3.6%	1825	-29771.27398490847	299.3971009894661	8.49
3.7%	1830	-29667.29351615847	297.61775659896614	8.49
3.7%	1835	-29899.80914115847	300.89614965814656	8.48
3.7%	1840	-30313.50054740847	303.07395048029076	8.49
3.7%	1845	-30387.87554740847	303.72209446544446	8.49
3.7%	1850	-30542.71267451578	303.53255066612945	8.49
3.7%	1855	-30068.26931514078	300.84852214811343	8.49
3.7%	1860	-29591.11697139078	298.66904759966906	8.49
3.7%	1865	-29702.52517451578	301.0136442118433	8.49
3.7%	1870	-30011.03298701578	301.147748063525	8.49
3.8%	1875	-29468.24392451578	298.056219100519	8.49
3.8%	1880	-29510.47634639078	298.6942158847692	8.49
3.8%	1885	-29169.62283076578	297.733014090644	8.49
3.8%	1890	-29886.14822139078	301.5373931773541	8.49
3.8%	1895	-29615.60329951578	300.5532262798035	8.49
3.8%	1900	-30076.977528055497	303.0003948660168	8.49
3.8%	1905	-29830.987293680497	301.16840232475073	8.49
3.8%	1910	-29929.979481180497	301.30520520138674	8.49
3.8%	1915	-29607.233387430497	299.10273920790183	8.49
3.8%	1920	-29568.153309305497	298.87155769750785	8.49
3.9%	1925	-29671.907215555497	300.0723416429858	8.49
3.9%	1930	-29822.448231180497	299.9109657544961	8.49
3.9%	1935	-29544.622059305497	299.18251048816984	8.49
3.9%	1940	-29529.729481180497	298.9162619691372	8.49
3.9%	1945	-29683.647449930497	301.11765032766493	8.49
3.9%	1950	-29929.655262430497	302.95521206882734	8.49
3.9%	1955	-29957.717762430497	302.09521422789373	8.49
3.9%	1960	-29828.811512430497	301.4037717873381	8.49
3.9%	1965	-29735.704090555497	300.32436211236217	8.5
3.9%	1970	-29465.987293680497	300.2078633142065	8.49
4.0%	1975	-30036.578275000305	303.26262206156315	8.49
4.0%	1980	-29494.709134375305	299.26978715852056	8.5
4.0%	1985	-29669.716946875305	300.90232372997485	8.49
4.0%	1990	-29018.261868750305	297.44335707626345	8.49
4.0%	1995	-29413.429837500305	300.33389592553164	8.5
4.0%	2000	-29016.132962500305	298.64186047511015	8.49
4.0%	2005	-29406.052884375305	301.03901506033264	8.5
4.0%	2010	-29574.550931250305	301.63053881130446	8.5
4.0%	2015	-29796.334134375305	303.19844516938565	8.49
4.0%	2020	-29321.437650000305	300.6431331857868	8.5
4.0%	2025	-29701.761868750305	302.4711482717779	8.49
4.1%	2030	-29522.076321875305	301.49451355301767	8.49
4.1%	2035	-29644.746243750305	302.30637327456685	8.49
4.1%	2040	-29196.021634375305	298.51895780823986	8.49
4.1%	2045	-29231.466946875305	298.6112038542536	8.49
4.1%	2050	-29072.144681250305	298.4207479216367	8.49
4.1%	2055	-29259.420071875305	301.23318021822547	8.49
4.1%	2060	-29619.740384375305	301.96053604209294	8.49
4.1%	2065	-29634.629056250305	301.73275315004776	8.49
4.1%	2070	-29614.824368750305	300.88595372564015	8.49
4.2%	2075	-29393.836087500305	299.8801479439352	8.49
4.2%	2080	-29450.066556250305	300.86434409284686	8.49
4.2%	2085	-29642.298978125305	302.35175022638873	8.49
4.2%	2090	-29641.849759375305	301.8490971165084	8.49
4.2%	2095	-29712.894681250305	302.7095522397982	8.49
4.2%	2100	-29587.418118750305	300.3777335951477	8.49
4.2%	2105	-29409.603665625305	299.5599555933089	8.49
4.2%	2110	-29820.357571875305	302.035450286791	8.49
4.2%	2115	-29767.117337500305	302.6983177041299	8.49
4.2%	2120	-29991.308743750305	303.55450044055016	8.49
4.2%	2125	-30006.886868750305	302.49442951890336	8.49
4.3%	2130	-29834.058743750305	300.1953419980224	8.49
4.3%	2135	-29591.902493750305	299.6078641162909	8.49
4.3%	2140	-29620.365384375305	299.87393987306535	8.49
4.3%	2145	-29626.873196875305	300.2930824266285	8.49
4.3%	2150	-30102.246243750305	302.0871628420168	8.49
4.3%	2155	-29694.968900000305	299.35585225793795	8.49
4.3%	2160	-29771.027493750305	299.7079887973715	8.49
4.3%	2165	-29652.357571875305	299.1737584198668	8.49
4.3%	2170	-29645.382962500305	300.0426630516492	8.49
4.3%	2175	-29725.250150000305	301.22335337378826	8.49
4.4%	2180	-29710.711087500305	299.4836823540467	8.49
4.4%	2185	-29677.338040625305	299.9028953613924	8.49
4.4%	2190	-29934.691556250305	302.1359405478433	8.49
4.4%	2195	-29655.293118750305	301.093099265582	8.49
4.4%	2200	-29816.209134375305	302.66169033374786	8.49
4.4%	2205	-29883.763821875305	301.6887765462274	8.49
4.4%	2210	-29404.687650000305	299.3658547184963	8.49
4.4%	2215	-29486.935696875305	299.71579921631934	8.5
4.4%	2220	-29259.578275000305	299.2510449254099	8.49
4.5%	2225	-29838.523587500305	302.95255322631425	8.49
4.5%	2230	-29564.605618750305	301.08542807447816	8.49
4.5%	2235	-29355.080228125305	299.7507782041558	8.49
4.5%	2240	-29363.777493750305	300.3322740478389	8.49
4.5%	2245	-29676.748196875305	302.13571141840197	8.49
4.5%	2250	-29470.570462500305	301.3137031104547	8.49
4.5%	2255	-30004.986478125305	302.91616123885774	8.49
4.5%	2260	-29732.095853125305	301.32034123945346	8.49
4.5%	2265	-29937.464993750305	302.46573341082507	8.49
4.5%	2270	-29258.076321875305	297.69450286619406	8.49
4.5%	2275	-29787.256009375305	302.0892772685462	8.49
4.6%	2280	-29906.863431250305	302.1241518235092	8.49
4.6%	2285	-30302.230618750305	304.16225869188077	8.49
4.6%	2290	-29896.722806250305	299.4734105074818	8.49
4.6%	2295	-29791.560696875305	299.0490064103049	8.49
4.6%	2300	-29707.103665625305	299.869375087706	8.49
4.6%	2305	-29749.599759375305	301.7697923200905	8.49
4.6%	2310	-29749.109525000305	300.53443010190887	8.49
4.6%	2315	-30043.707181250305	301.4335778205427	8.49
4.6%	2320	-29523.939603125305	297.84870149100516	8.49
4.7%	2325	-29887.324368750305	300.2977150273599	8.49
4.7%	2330	-29490.992337500305	297.85774886579355	8.49
4.7%	2335	-30091.976712500305	302.43746716066534	8.49
4.7%	2340	-30076.593900000305	300.35101314078884	8.49
4.7%	2345	-29842.574368750305	300.3073265627339	8.49
4.7%	2350	-30180.406400000305	301.5640485332804	8.49
4.7%	2355	-29526.074368750305	297.45583881579427	8.49
4.7%	2360	-29954.107571875305	300.96304297654297	8.49
4.7%	2365	-29755.629056250305	299.5003722884602	8.49
4.7%	2370	-29889.480618750305	300.8021962624329	8.49
4.8%	2375	-29869.920071875305	300.0268769368374	8.49
4.8%	2380	-29897.808743750305	300.7390167915214	8.49
4.8%	2385	-29663.961087500305	299.4838804737902	8.49
4.8%	2390	-29836.984525000305	301.4071856138045	8.49
4.8%	2395	-29826.289212500305	301.04623729747067	8.49
4.8%	2400	-29960.875150000305	301.49036961051195	8.49
4.8%	2405	-29557.441556250305	299.356486693629	8.49
4.8%	2410	-29816.414212500305	301.1526283793511	8.49
4.8%	2415	-29606.580228125305	299.90733777320844	8.49
4.8%	2420	-30114.586087500305	302.53920454972734	8.49
4.8%	2425	-29394.177884375305	297.4901848891611	8.49
4.9%	2430	-29546.146634375305	299.3400061456885	8.49
