#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
1.3%	66	17318.947288345167	299.05240002368134	1.71
1.3%	67	17439.244163345167	298.912146762101	1.71
1.4%	68	17402.892600845167	298.6664077282953	1.71
1.4%	69	17581.994163345167	298.6592527906513	1.71
1.4%	70	17715.869163345167	297.6701461568615	1.71
1.4%	71	17436.861350845167	298.05421162522606	1.71
1.4%	72	17402.681663345167	298.9282370087577	1.71
1.5%	73	17298.697288345167	298.8736941769809	1.71
1.5%	74	17294.689475845167	299.57140305563416	1.71
1.5%	75	17569.658225845167	298.5913511737445	1.71
1.5%	76	17413.712913345167	298.4056912146	1.71
1.5%	77	17601.814475845167	298.83466616991535	1.71
1.6%	78	17500.392600845167	298.09721812727463	1.71
1.6%	79	17372.916038345167	299.57385318489617	1.71
1.6%	80	17584.666038345167	298.699745536351	1.71
1.6%	81	17222.908225845167	299.66540758268417	1.71
1.6%	82	17633.462913345167	299.7479924096174	1.71
1.7%	83	17610.603538345167	297.7639171335481	1.71
1.7%	84	17411.876975845167	299.1541272616433	1.71
1.7%	85	17667.830100845167	298.25885632626705	1.71
1.7%	86	17269.814475845167	298.49342143810475	1.71
1.7%	87	17534.228538345167	299.3020873677154	1.71
1.8%	88	17724.541038345167	297.108161867894	1.71
1.8%	89	17636.916038345167	297.6521499777998	1.71
1.8%	90	17889.408225845167	296.8756355785693	1.71
1.8%	91	17388.509788345167	297.38591427352424	1.71
1.8%	92	17378.830100845167	299.0001832792436	1.71
1.9%	93	17312.533225845167	298.5930916347359	1.71
1.9%	94	17367.244163345167	299.5177231534281	1.71
1.9%	95	17911.150413345167	297.7273226571474	1.71
1.9%	96	17868.900413345167	296.6031195951342	1.71
1.9%	97	18140.291038345167	296.20087603498473	1.71
2.0%	98	17909.158225845167	295.6671447789829	1.71
2.0%	99	17516.580100845167	297.92290192386986	1.71
2.0%	100	17444.087913345167	298.21044155293964	1.71
2.0%	101	17104.931663345167	299.1956751207543	1.71
2.0%	102	17673.908225845167	298.65824689402587	1.71
2.1%	103	17842.462913345167	296.175847632122	1.71
2.1%	104	17939.751975845167	296.6906983945693	1.71
2.1%	105	18099.072288345167	295.37761483983365	1.71
2.1%	106	17442.494163345167	296.7626619897661	1.71
2.1%	107	17727.119163345167	297.9936630675776	1.71
2.2%	108	17550.283225845167	296.82056633724267	1.71
2.2%	109	17414.298850845167	298.8485609479595	1.71
2.2%	110	17817.759788345167	296.90418348719766	1.71
2.2%	111	17205.681663345167	297.7266618615986	1.71
2.2%	112	17485.884788345167	298.855359314365	1.71
2.3%	113	17491.369163345167	297.3403151345065	1.71
2.3%	114	17660.673850845167	298.1534854385822	1.71
2.3%	115	18053.095725845167	295.83478622746503	1.71
2.3%	116	17313.736350845167	297.1663167314501	1.71
2.3%	117	17306.853538345167	299.3174221428262	1.71
2.4%	118	17048.111350845167	299.2359039824671	1.71
2.4%	119	17220.712913345167	300.65194128883564	1.71
2.4%	120	17787.041038345167	297.7359253451232	1.71
2.4%	121	17331.884788345167	297.89702929156346	1.71
2.4%	122	17520.548850845167	298.49225684853786	1.71
2.5%	123	17139.884788345167	297.82334836307257	1.71
2.5%	124	17119.416038345167	300.25794801472426	1.71
2.5%	125	17543.150413345167	298.1625299443408	1.71
2.5%	126	17169.556663345167	298.3173142582745	1.71
2.5%	127	17614.705100845167	298.04147603370006	1.71
2.6%	128	17185.056663345167	296.9075451060137	1.71
2.6%	129	16928.744163345167	299.9016389901334	1.71
2.6%	130	17253.767600845167	298.7540268491443	1.71
2.6%	131	16971.689475845167	299.5257892465294	1.71
2.6%	132	17718.619163345167	298.57231363711674	1.71
2.7%	133	17618.666038345167	295.8076406531659	1.71
2.7%	134	17345.587913345167	297.7742108821589	1.71
2.7%	135	17545.712913345167	296.93742677140125	1.71
2.7%	136	16901.994163345167	298.70540053316694	1.71
2.7%	137	17214.337913345167	299.9831791455291	1.71
2.8%	138	17168.322288345167	298.2406968873248	1.71
2.8%	139	17155.212913345167	299.34835399378346	1.71
2.8%	140	17772.931663345167	297.05698301508573	1.71
2.8%	141	17686.564475845167	296.2745186834992	1.71
2.8%	142	17973.431663345167	296.08950941779744	1.71
2.9%	143	17633.251975845167	295.43225689307496	1.71
2.9%	144	17188.478538345167	297.9965199537622	1.71
2.9%	145	17081.001975845167	298.4787504216455	1.71
2.9%	146	16775.369163345167	299.7531775818455	1.71
2.9%	147	17227.361350845167	299.4022663536556	1.71
3.0%	148	17397.751975845167	297.0579227517265	1.71
3.0%	149	17477.361350845167	297.0978280396344	1.71
3.0%	150	17360.681663345167	296.6635198279077	1.71
3.0%	151	16772.384788345167	299.00337338984883	1.71
3.0%	152	16783.728538345167	300.35664678713414	1.71
3.1%	153	16810.634788345167	300.0769298900639	1.71
3.1%	154	17053.416038345167	299.80629655041804	1.71
3.1%	155	17062.322288345167	298.7148287876889	1.71
3.1%	156	16942.916038345167	299.8812534283128	1.71
3.1%	157	17009.986350845167	299.74102065792704	1.71
3.2%	158	16876.478538345167	299.9727561271567	1.71
3.2%	159	17197.603538345167	300.1361928942364	1.71
3.2%	160	17301.033225845167	298.5037141390944	1.71
3.2%	161	17268.306663345167	299.3945638121063	1.71
3.2%	162	17402.814475845167	298.9627055294161	1.71
3.3%	163	17197.228538345167	299.4639600220302	1.71
3.3%	164	17500.744163345167	299.43690336974964	1.71
3.3%	165	17503.751975845167	298.21681033081114	1.71
3.3%	166	17347.759788345167	299.3000922672036	1.71
3.3%	167	17375.400413345167	299.08998902855666	1.71
3.4%	168	17307.158225845167	299.3907132446129	1.71
3.4%	169	17688.228538345167	298.43346186870593	1.71
3.4%	170	17912.759788345167	297.0266110568387	1.71
3.4%	171	17904.978538345167	296.636212672244	1.71
3.4%	172	17557.869163345167	297.3043284891142	1.71
3.5%	173	17300.978538345167	299.4620571932395	1.71
3.5%	174	17319.744163345167	299.30096763016195	1.71
3.5%	175	17254.087913345167	299.62066701489096	1.71
3.5%	176	17455.564475845167	299.0317097454187	1.71
3.5%	177	17422.587913345167	298.3617222323703	1.71
3.6%	178	17616.228538345167	298.29851505412194	1.71
3.6%	179	17826.345725845167	296.66561458603394	1.71
3.6%	180	17634.103538345167	296.9965573305432	1.71
3.6%	181	17638.509788345167	297.3609944823514	1.71
3.6%	182	17081.478538345167	297.9070488226761	1.71
3.7%	183	16912.369163345167	300.24375788381803	1.71
3.7%	184	17260.087913345167	299.195952524093	1.71
3.7%	185	17435.212913345167	298.2670533841843	1.71
3.7%	186	17855.916038345167	296.91052783749274	1.71
3.7%	187	17554.392600845167	296.5375031731879	1.71
3.8%	188	17373.095725845167	298.3732223483863	1.71
3.8%	189	17345.658225845167	298.2452969660503	1.71
3.8%	190	17238.712913345167	299.11156772869526	1.71
3.8%	191	17482.501975845167	298.4188574361716	1.71
3.8%	192	17181.494163345167	298.4493489195588	1.71
3.9%	193	17154.337913345167	299.5541290527837	1.71
3.9%	194	17190.736350845167	299.33889069704264	1.71
3.9%	195	17249.408225845167	299.4748993583431	1.71
3.9%	196	17331.908225845167	298.472761817153	1.71
3.9%	197	16868.416038345167	299.6112715882609	1.71
4.0%	198	16694.806663345167	301.53605361960376	1.71
4.0%	199	16779.134788345167	301.33547201654886	1.71
4.0%	200	17210.447288345167	300.390702955242	1.71
4.0%	201	17658.580100845167	297.67622076082876	1.71
4.0%	202	17259.228538345167	297.8490536048065	1.71
4.1%	203	16940.876975845167	299.90863597913085	1.71
4.1%	204	16680.478538345167	301.11036673146606	1.71
4.1%	205	16862.666038345167	301.7037029251217	1.71
4.1%	206	17554.244163345167	299.24866881257645	1.71
4.1%	207	17599.837913345167	297.31824403544704	1.71
4.2%	208	17596.744163345167	297.71512797599524	1.71
4.2%	209	17391.478538345167	297.7635563809518	1.71
4.2%	210	17065.830100845167	299.6131441059466	1.71
4.2%	211	17382.470725845167	299.33154613824786	1.71
4.2%	212	17210.494163345167	298.3019937701265	1.71
4.3%	213	17209.791038345167	299.3425071188162	1.71
4.3%	214	17317.376975845167	298.64201681900477	1.71
4.3%	215	17222.634788345167	298.96162872598774	1.71
4.3%	216	17564.291038345167	298.4654297941692	1.71
4.3%	217	17338.931663345167	297.8032986016278	1.71
4.4%	218	17029.619163345167	299.3064817845892	1.71
4.4%	219	16926.681663345167	299.8717066713062	1.71
4.4%	220	16801.916038345167	300.9701956124681	1.71
4.4%	221	17121.033225845167	300.55160222509767	1.71
4.4%	222	17187.837913345167	299.1052816134612	1.72
4.5%	223	17130.744163345167	299.49778074421727	1.71
4.5%	224	17125.556663345167	299.4251490609397	1.71
4.5%	225	16859.455100845167	300.21131098119014	1.71
4.5%	226	16905.728538345167	300.97292534881916	1.71
4.5%	227	16935.853538345167	300.22122293493265	1.72
4.6%	228	16843.251975845167	300.89780019500853	1.71
4.6%	229	16941.509788345167	300.9412184487721	1.71
4.6%	230	16767.095725845167	301.01378920690286	1.71
4.6%	231	16969.369163345167	301.63554412558597	1.71
4.6%	232	17210.994163345167	299.7215956936899	1.71
4.7%	233	16801.869163345167	300.5598303481116	1.71
4.7%	234	16949.712913345167	301.08869363549707	1.71
4.7%	235	16873.939475845167	300.2289224363819	1.71
4.7%	236	16886.603538345167	300.87736169898596	1.71
4.7%	237	17297.478538345167	299.4653464779269	1.71
4.8%	238	16997.236350845167	299.3151301847753	1.71
4.8%	239	17096.603538345167	300.3881688626499	1.71
4.8%	240	17115.884788345167	299.26263245443823	1.71
4.8%	241	16978.697288345167	300.2828894278665	1.71
4.8%	242	17455.595725845167	299.1052757856295	1.71
4.9%	243	17325.666038345167	298.36600760473857	1.71
4.9%	244	17375.744163345167	299.23096461373393	1.71
4.9%	245	17403.369163345167	298.2210942935475	1.71
4.9%	246	17103.720725845167	299.760502003804	1.71
4.9%	247	17264.056663345167	299.6424586544762	1.71
5.0%	248	16920.994163345167	299.8680590497478	1.71
5.0%	249	17085.595725845167	300.69604428519233	1.71
5.0%	250	17306.767600845167	298.8857659041518	1.71
5.0%	251	17278.009788345167	299.17570520994644	1.71
5.0%	252	17709.275413345167	298.05566517116904	1.71
5.1%	253	17371.048850845167	297.37474785656593	1.71
5.1%	254	17291.759788345167	299.10044525302874	1.71
5.1%	255	17136.970725845167	298.44914270226934	1.71
5.1%	256	16844.259788345167	300.1538298552704	1.71
5.1%	257	17302.634788345167	299.2573285392328	1.71
5.2%	258	17178.705100845167	298.62731645040344	1.71
5.2%	259	17544.603538345167	298.67954644035905	1.71
5.2%	260	17578.212913345167	296.82103510151444	1.71
5.2%	261	17292.095725845167	298.432864329458	1.71
5.2%	262	17280.423850845167	298.1641125085378	1.71
5.3%	263	16666.970725845167	299.87605557086493	1.71
5.3%	264	17006.400413345167	300.6028483415487	1.71
5.3%	265	17086.744163345167	298.8568475621948	1.71
5.3%	266	17140.806663345167	299.74160716821655	1.71
5.3%	267	17345.611350845167	298.28339813272896	1.71
5.4%	268	16810.837913345167	299.8193646749726	1.71
5.4%	269	17064.509788345167	300.50557647905663	1.71
5.4%	270	16938.775413345167	299.8412332901707	1.71
5.4%	271	17011.306663345167	301.0907849332012	1.71
5.4%	272	17229.087913345167	299.71098422864077	1.71
5.5%	273	16967.908225845167	300.3632434902786	1.71
5.5%	274	17375.884788345167	299.908948833421	1.71
5.5%	275	17423.494163345167	298.42855734347404	1.71
5.5%	276	17455.416038345167	298.95197459929113	1.71
5.5%	277	17329.291038345167	298.3866259878839	1.71
5.6%	278	16893.439475845167	300.5454578545925	1.71
5.6%	279	17132.759788345167	301.1141947661146	1.71
5.6%	280	17381.306663345167	299.7455828284866	1.71
5.6%	281	17844.431663345167	298.3576735074584	1.71
5.6%	282	17859.525413345167	296.8320676324773	1.71
5.7%	283	17341.369163345167	298.1991562474705	1.71
5.7%	284	17165.541038345167	299.9291727277742	1.71
5.7%	285	17147.048850845167	300.0342766496013	1.71
5.7%	286	17528.798850845167	299.50138319744104	1.71
5.7%	287	17760.822288345167	297.9914617309409	1.71
5.8%	288	17681.392600845167	298.27483370231	1.71
5.8%	289	17762.181663345167	298.02601595161167	1.71
5.8%	290	17616.517600845167	298.2967220268968	1.72
5.8%	291	17769.197288345167	298.5468102706451	1.71
5.8%	292	17567.783225845167	298.22214105660544	1.71
5.9%	293	17484.923850845167	299.6461615596356	1.71
5.9%	294	17515.962913345167	299.1923644307418	1.71
5.9%	295	17503.001975845167	299.617510084504	1.72
5.9%	296	18047.923850845167	298.24442775974705	1.71
5.9%	297	17856.517600845167	297.5528367762073	1.71
6.0%	298	17887.533225845167	298.5323250228451	1.71
6.0%	299	17655.322288345167	298.1697563787623	1.71
6.0%	300	17368.580100845167	300.3609578371566	1.72
6.0%	301	17911.955100845167	299.1877213838336	1.71
6.0%	302	17592.697288345167	298.7923073540305	1.72
6.1%	303	17985.337913345167	299.4817246829527	1.71
6.1%	304	18032.400413345167	296.9389403166599	1.71
6.1%	305	17838.478538345167	298.5796788203983	1.72
6.1%	306	18288.736350845167	296.8403979893334	1.71
6.1%	307	17386.197288345167	297.8384548866619	1.72
6.2%	308	17403.267600845167	300.80117206890685	1.71
6.2%	309	17383.283225845167	299.4835810158654	1.71
6.2%	310	17469.978538345167	300.6543583839099	1.72
6.2%	311	18518.978538345167	296.9528311656541	1.71
6.2%	312	18044.087913345167	295.59520730646125	1.72
6.3%	313	18071.181663345167	297.45273776417093	1.71
6.3%	314	17533.931663345167	297.1622666779682	1.72
6.3%	315	16847.759788345167	301.7756477618981	1.72
6.3%	316	17687.947288345167	300.0142369194095	1.72
6.3%	317	17464.869163345167	298.5897705660563	1.72
6.4%	318	18164.869163345167	298.845618310165	1.71
6.4%	319	18172.869163345167	295.1606071228281	1.72
6.4%	320	17421.962913345167	298.8431591138468	1.72
6.4%	321	17816.509788345167	298.6550024020259	1.72
6.4%	322	17039.970725845167	299.6816818809983	1.72
6.5%	323	17464.087913345167	301.7863374538594	1.71
6.5%	324	17699.369163345167	298.2959458919944	1.72
6.5%	325	17424.587913345167	300.3217805356654	1.72
6.5%	326	18144.548850845167	298.348306334786	1.72
6.5%	327	17618.416038345167	298.1399080181955	1.72
6.6%	328	17926.587913345167	299.4909753641714	1.71
6.6%	329	17645.994163345167	298.04463018507016	1.72
6.6%	330	17109.541038345167	301.5202254817443	1.72
6.6%	331	17462.275413345167	300.77188044430727	1.72
6.6%	332	17051.251975845167	301.3566628472143	1.72
6.7%	333	17713.697288345167	301.32784828796855	1.71
6.7%	334	17875.330100845167	298.403172854168	1.72
6.7%	335	17781.931663345167	299.41166953819527	1.72
6.7%	336	18015.173850845167	298.3188638289979	1.72
6.7%	337	17361.181663345167	299.7103856252047	1.72
6.8%	338	17461.298850845167	301.5143887890815	1.71
6.8%	339	17424.119163345167	300.65925220053543	1.72
6.8%	340	17515.173850845167	301.38239838827303	1.72
6.8%	341	17991.369163345167	299.21516148715654	1.72
6.8%	342	17716.728538345167	298.98123446665267	1.72
6.9%	343	17749.181663345167	299.5409876085961	1.72
6.9%	344	17377.798850845167	299.71378884013234	1.72
6.9%	345	17216.791038345167	301.8628051742026	1.72
6.9%	346	17414.080100845167	301.3764529751908	1.72
6.9%	347	17372.236350845167	301.3128800298758	1.72
7.0%	348	17760.158225845167	300.23482464162794	1.72
7.0%	349	17787.056663345167	298.9296539560329	1.72
7.0%	350	17595.791038345167	299.7729876816677	1.72
7.0%	351	17444.798850845167	300.1175479390663	1.72
7.0%	352	17121.962913345167	301.5867893859755	1.72
7.1%	353	17113.837913345167	302.4697300500942	1.72
7.1%	354	17188.759788345167	302.368084911686	1.72
7.1%	355	17516.978538345167	301.73098778977135	1.72
7.1%	356	17863.728538345167	300.10727970399523	1.72
7.1%	357	18046.025413345167	299.03168217956807	1.72
7.2%	358	17928.150413345167	299.0201035031095	1.72
7.2%	359	17601.986350845167	300.3708494460602	1.72
7.2%	360	17429.541038345167	301.5968260888767	1.72
7.2%	361	17228.697288345167	302.1827595294095	1.72
7.2%	362	17350.025413345167	302.5190963939413	1.72
7.3%	363	17712.650413345167	301.06892796807915	1.72
7.3%	364	18010.111350845167	299.88911267522263	1.72
7.3%	365	18212.720725845167	298.375444581388	1.72
7.3%	366	17848.751975845167	298.52270398015355	1.72
7.3%	367	17591.306663345167	300.33485889272646	1.72
7.4%	368	17447.150413345167	300.7995719826068	1.72
7.4%	369	17384.712913345167	301.9431430839909	1.72
7.4%	370	17754.798850845167	301.03358978003837	1.72
7.4%	371	17657.759788345167	300.3962560665329	1.72
7.4%	372	17840.275413345167	300.61166892119303	1.72
7.5%	373	17689.384788345167	299.9534736852992	1.72
7.5%	374	17461.353538345167	301.5176541219734	1.72
7.5%	375	17792.228538345167	301.02898256400596	1.72
7.5%	376	17837.572288345167	300.07229121573914	1.72
7.5%	377	18058.158225845167	299.66821519348156	1.72
7.6%	378	17736.759788345167	299.37372578199927	1.72
7.6%	379	17215.798850845167	301.5543532082166	1.72
7.6%	380	17125.064475845167	302.3449128196812	1.72
7.6%	381	17120.619163345167	302.7927382810747	1.72
7.6%	382	17855.345725845167	300.91062100626607	1.72
7.7%	383	17904.962913345167	298.4976605806047	1.72
7.7%	384	17668.744163345167	300.01058437489223	1.72
7.7%	385	17657.697288345167	300.2970989832332	1.72
7.7%	386	17339.041038345167	301.3658392628187	1.72
7.7%	387	17805.244163345167	301.01909997339834	1.72
7.8%	388	17666.416038345167	299.0827887609562	1.72
7.8%	389	17374.916038345167	301.04258814354927	1.72
7.8%	390	17619.791038345167	300.15539663555114	1.72
7.8%	391	17171.119163345167	301.009204560508	1.72
7.8%	392	17711.314475845167	301.23573181333546	1.72
7.9%	393	17826.244163345167	298.4841716433649	1.72
7.9%	394	17725.931663345167	300.02740567079644	1.72
7.9%	395	18218.228538345167	298.135684548282	1.72
7.9%	396	17570.298850845167	298.66816594026494	1.72
7.9%	397	17716.111350845167	300.8062344093885	1.72
8.0%	398	17491.462913345167	299.7157049257174	1.72
8.0%	399	17095.978538345167	302.51647640093006	1.72
8.0%	400	17789.806663345167	301.0886419484047	1.72
8.0%	401	17460.376975845167	299.7721061945786	1.72
8.0%	402	17811.197288345167	300.9427368642459	1.72
8.1%	403	17804.595725845167	298.4844175859877	1.72
8.1%	404	17288.564475845167	301.1984160529728	1.72
8.1%	405	17800.064475845167	300.37116040707764	1.72
8.1%	406	17357.470725845167	300.0164256007059	1.72
8.1%	407	17740.884788345167	301.45917218047526	1.72
8.2%	408	17864.212913345167	298.6278780889727	1.72
8.2%	409	17263.212913345167	301.36835418929195	1.72
8.2%	410	17698.150413345167	301.14816050318524	1.72
8.2%	411	17351.259788345167	300.6982167867608	1.72
8.2%	412	17727.431663345167	301.7446422078091	1.72
8.3%	413	18021.322288345167	298.5271724692949	1.72
8.3%	414	17719.697288345167	299.6163329654837	1.72
8.3%	415	18228.275413345167	298.4916518324156	1.72
8.3%	416	17716.517600845167	298.24683630642426	1.72
8.3%	417	17687.431663345167	300.6476313177179	1.72
8.4%	418	17447.173850845167	299.5920527719929	1.72
8.4%	419	16914.205100845167	302.6320097191109	1.72
8.4%	420	17433.978538345167	302.01510521729904	1.72
8.4%	421	17295.689475845167	301.3048511839895	1.72
8.4%	422	17864.392600845167	301.0395705971778	1.72
8.5%	423	17948.001975845167	298.07817970646806	1.72
8.5%	424	17432.041038345167	300.20346189736506	1.72
8.5%	425	17492.666038345167	300.39743741081116	1.72
8.5%	426	16833.103538345167	301.9107040772291	1.72
8.5%	427	17141.173850845167	303.349590516202	1.72
8.6%	428	17289.955100845167	300.9304217526754	1.72
8.6%	429	17163.947288345167	302.05091853878764	1.72
8.6%	430	17620.697288345167	300.62909676452836	1.72
8.6%	431	17342.689475845167	300.54454137892577	1.72
8.6%	432	17807.251975845167	300.7741787009749	1.72
8.7%	433	17816.728538345167	298.3959063555181	1.72
8.7%	434	17420.650413345167	300.5121637584351	1.72
8.7%	435	17607.494163345167	300.4998932538397	1.72
8.7%	436	16991.595725845167	301.35769203350213	1.72
8.7%	437	17149.033225845167	302.87509906053015	1.72
8.8%	438	17138.158225845167	301.067937986865	1.72
8.8%	439	16892.048850845167	302.78198310107	1.72
8.8%	440	17536.462913345167	301.37183939485647	1.72
8.8%	441	17495.994163345167	299.57623028131195	1.72
8.8%	442	17744.056663345167	299.46905770610744	1.72
8.9%	443	17483.173850845167	298.38833882745075	1.72
8.9%	444	16753.306663345167	301.7365125154117	1.72
8.9%	445	16741.580100845167	302.9279708048759	1.72
8.9%	446	16546.869163345167	303.39873788900877	1.72
8.9%	447	17190.392600845167	303.047053273168	1.72
9.0%	448	17544.095725845167	299.7643484176977	1.72
9.0%	449	17399.072288345167	299.9980432437067	1.72
9.0%	450	17553.142600845167	299.69395110912996	1.72
9.0%	451	17056.978538345167	300.4268051208175	1.72
9.0%	452	17234.783225845167	301.77362963316165	1.72
9.1%	453	17330.869163345167	300.1039898482318	1.72
9.1%	454	17120.916038345167	301.24486748130147	1.72
9.1%	455	17318.806663345167	300.76674442629167	1.72
9.1%	456	17012.119163345167	300.8974526084401	1.72
9.1%	457	17386.580100845167	301.30738190681296	1.72
9.2%	458	17689.775413345167	298.801077774783	1.72
9.2%	459	17473.525413345167	299.14805432249443	1.72
9.2%	460	17529.220725845167	299.0955105100816	1.72
9.2%	461	17009.837913345167	299.81316978180547	1.72
9.2%	462	17060.947288345167	301.62791247926816	1.72
9.3%	463	17360.658225845167	299.95879124314496	1.72
9.3%	464	17344.134788345167	299.89853957039975	1.72
9.3%	465	17603.150413345167	299.2608026859577	1.72
9.3%	466	17347.806663345167	298.90592914742234	1.72
9.3%	467	17268.462913345167	300.1948110822347	1.72
9.4%	468	17350.869163345167	299.81428652155796	1.72
9.4%	469	17081.001975845167	300.38632939749994	1.72
9.4%	470	17204.978538345167	300.8886488454931	1.72
9.4%	471	17264.673850845167	300.09455645198096	1.72
9.4%	472	17467.314475845167	299.8889194682964	1.72
9.5%	473	17689.533225845167	298.5308771399333	1.72
9.5%	474	17317.845725845167	299.10479032577626	1.72
9.5%	475	17107.666038345167	300.8113263026497	1.72
9.5%	476	17149.056663345167	301.0386309492143	1.72
9.5%	477	17340.369163345167	300.7020995260873	1.72
9.6%	478	17772.759788345167	299.2213014523848	1.72
9.6%	479	17786.009788345167	298.11227384009635	1.72
9.6%	480	17446.572288345167	299.2207867685139	1.72
9.6%	481	17425.869163345167	299.57034411347934	1.72
9.6%	482	17288.978538345167	299.8882221367544	1.72
9.7%	483	17313.837913345167	300.55713638990784	1.72
9.7%	484	17307.572288345167	299.957781925796	1.72
9.7%	485	16978.431663345167	300.94871770788717	1.72
9.7%	486	17170.775413345167	301.5085781238755	1.72
9.7%	487	17405.603538345167	299.89558042862035	1.72
9.8%	488	17475.259788345167	299.44228565165207	1.72
9.8%	489	17564.197288345167	298.5327016285159	1.72
9.8%	490	16862.478538345167	300.0699200850549	1.72
9.8%	491	16720.931663345167	302.6747042889151	1.72
9.8%	492	16937.119163345167	301.80055287511556	1.72
9.9%	493	17182.783225845167	301.3252480397991	1.72
9.9%	494	17828.861350845167	298.88262879082635	1.72
9.9%	495	17700.369163345167	297.80063090283625	1.72
9.9%	496	17671.095725845167	298.86083830332836	1.72
9.9%	497	17399.142600845167	298.65823546799584	1.72
10.0%	498	17278.087913345167	300.46723590158007	1.72
10.0%	499	17748.955100845167	299.1121313692596	1.72
10.0%	500	17604.572288345167	298.2949624327872	1.72
10.0%	501	17714.337913345167	298.848768382717	1.72
10.0%	502	17477.501975845167	298.64520931612554	1.72
10.1%	503	17379.705100845167	300.39260587740523	1.72
10.1%	504	17828.916038345167	298.68831540185397	1.72
10.1%	505	17482.650413345167	298.794635271514	1.72
10.1%	506	17772.345725845167	299.5070789888379	1.72
10.1%	507	17415.025413345167	298.2898368052866	1.72
10.2%	508	17166.119163345167	301.32246230859073	1.72
10.2%	509	17653.759788345167	299.6004896537794	1.72
10.2%	510	17139.197288345167	300.04824325465347	1.72
10.2%	511	17537.205100845167	300.9121902651765	1.72
10.2%	512	17271.728538345167	299.1084574504724	1.72
10.3%	513	17127.775413345167	301.9865330794558	1.72
10.3%	514	17804.673850845167	299.25337517801444	1.72
10.3%	515	17212.103538345167	299.46940730087175	1.72
