#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
0.3%	135	17289.587913345167	297.20357926635387	1.66
0.3%	136	17443.962913345167	298.4218357185942	1.66
0.3%	137	17325.337913345167	297.4013518487571	1.66
0.3%	138	17023.189475845167	299.3885974859672	1.66
0.3%	139	17401.814475845167	298.74514237478934	1.66
0.3%	140	17184.931663345167	298.08450718061226	1.66
0.3%	141	17343.689475845167	299.0205126477435	1.66
0.3%	142	17477.658225845167	297.12408926476394	1.66
0.3%	143	17110.642600845167	298.2904578125129	1.66
0.3%	144	17430.447288345167	298.10585720184554	1.66
0.3%	145	17106.314475845167	297.8004839493801	1.66
0.3%	146	16947.697288345167	299.9987305293139	1.66
0.3%	147	17083.697288345167	299.1790742115941	1.66
0.3%	148	16810.236350845167	299.8729010935954	1.66
0.3%	149	17318.150413345167	299.56966815788746	1.66
0.3%	150	17400.173850845167	297.3910477743392	1.66
0.3%	151	17396.626975845167	297.881754108073	1.66
0.3%	152	17243.087913345167	297.36849453413095	1.66
0.3%	153	16539.978538345167	300.21930966459723	1.66
0.3%	154	16842.345725845167	301.3001449696742	1.66
0.3%	155	17157.314475845167	299.43083969569403	1.66
0.3%	156	17643.884788345167	298.3097653470379	1.66
0.3%	157	17893.822288345167	295.8650806011081	1.66
0.3%	158	17436.947288345167	297.0220718317502	1.66
0.3%	159	17246.150413345167	298.2497657427725	1.66
0.3%	160	16815.486350845167	299.7370266112491	1.66
0.3%	161	16843.275413345167	300.8237951946388	1.66
0.3%	162	17162.947288345167	299.41695005124546	1.66
0.3%	163	17244.728538345167	299.16300652028326	1.66
0.3%	164	17345.119163345167	298.3826373478391	1.66
0.3%	165	17050.791038345167	298.97839216782063	1.66
0.3%	166	17010.392600845167	299.5707606016919	1.66
0.3%	167	16842.189475845167	299.56363327512065	1.66
0.3%	168	16773.728538345167	300.86020006049125	1.66
0.3%	169	16862.416038345167	300.390674215062	1.66
0.3%	170	16739.228538345167	300.7398861173291	1.66
0.3%	171	17019.759788345167	300.50597056966967	1.66
0.3%	172	17223.666038345167	299.3719337128266	1.66
0.3%	173	17311.431663345167	298.9077992656735	1.66
0.3%	174	17245.845725845167	298.510903851141	1.66
0.3%	175	17010.783225845167	299.6470771795405	1.66
0.4%	176	16770.041038345167	300.5108206224224	1.66
0.4%	177	16712.869163345167	301.51013288492476	1.66
0.4%	178	17105.220725845167	300.65082059207776	1.66
0.4%	179	17360.853538345167	299.6411191449506	1.66
0.4%	180	17675.736350845167	298.40999017883036	1.66
0.4%	181	17669.126975845167	297.1949477104249	1.66
0.4%	182	17412.462913345167	298.16581116608455	1.66
0.4%	183	17142.369163345167	299.18060517847834	1.66
0.4%	184	16792.869163345167	300.8903194481759	1.66
0.4%	185	17021.400413345167	301.4162278799565	1.66
0.4%	186	17239.517600845167	299.8574935041228	1.66
0.4%	187	17412.712913345167	299.46059026160515	1.66
0.4%	188	17463.689475845167	298.4413649829948	1.66
0.4%	189	17072.033225845167	299.58626798971414	1.66
0.4%	190	17098.408225845167	300.04057651016495	1.66
0.4%	191	16965.166038345167	300.3416126962613	1.66
0.4%	192	17149.962913345167	300.62479041279744	1.66
0.4%	193	17325.705100845167	299.35226872470776	1.66
0.4%	194	17076.697288345167	300.1119631432403	1.66
0.4%	195	17213.228538345167	300.3511779292801	1.66
0.4%	196	17126.384788345167	300.2303695224877	1.66
0.4%	197	17289.931663345167	301.0121219166196	1.66
0.4%	198	17472.009788345167	299.77984162822275	1.66
0.4%	199	17200.509788345167	300.0873622379582	1.66
0.4%	200	17251.416038345167	300.5124442707116	1.66
0.4%	201	16956.814475845167	300.45561020399026	1.66
0.4%	202	17034.494163345167	301.7799103188717	1.66
0.4%	203	17538.291038345167	299.6175695071464	1.66
0.4%	204	17486.509788345167	298.7617609149487	1.66
0.4%	205	17641.134788345167	298.4654917956506	1.66
0.4%	206	17208.072288345167	298.66325245183157	1.66
0.4%	207	16873.884788345167	301.19366965995414	1.66
0.4%	208	17055.869163345167	300.9939739829495	1.66
0.4%	209	17210.642600845167	300.66617284181063	1.66
0.4%	210	17577.369163345167	299.1192237699762	1.66
0.4%	211	17343.634788345167	298.5943049173267	1.66
0.4%	212	16947.181663345167	300.22433147687207	1.66
0.4%	213	16832.759788345167	301.36015632019354	1.66
0.4%	214	17068.337913345167	301.2395016956666	1.66
0.4%	215	17541.048850845167	299.49719503814487	1.66
0.4%	216	17523.408225845167	298.07455455001866	1.66
0.4%	217	17168.197288345167	299.17099901575693	1.66
0.4%	218	16654.181663345167	300.90163957352013	1.66
0.4%	219	16528.322288345167	302.86479107152223	1.66
0.4%	220	16774.986350845167	302.0419556701252	1.66
0.4%	221	17008.955100845167	301.18807541680667	1.66
0.4%	222	17337.291038345167	299.8796917411391	1.66
0.4%	223	17064.986350845167	299.47749599654475	1.66
0.4%	224	16855.212913345167	301.12713007530385	1.66
0.5%	225	16985.853538345167	300.81867277603516	1.66
0.5%	226	16887.291038345167	300.86833083992735	1.66
0.5%	227	17103.869163345167	300.8572462960789	1.66
0.5%	228	17019.744163345167	299.92936656971733	1.66
0.5%	229	16796.705100845167	301.41426938233644	1.66
0.5%	230	16959.041038345167	301.35756562225544	1.66
0.5%	231	16827.197288345167	301.24559296825095	1.66
0.5%	232	17139.111350845167	301.35842862939296	1.66
0.5%	233	17348.322288345167	299.2632303601061	1.66
0.5%	234	17254.650413345167	299.53074239029354	1.66
0.5%	235	17395.931663345167	299.0049916747129	1.66
0.5%	236	17192.611350845167	298.959986154328	1.66
0.5%	237	17283.001975845167	299.65385820606656	1.66
0.5%	238	17397.541038345167	298.7030023297429	1.66
0.5%	239	17100.095725845167	299.67061727446026	1.66
0.5%	240	17247.134788345167	300.05613762433876	1.66
0.5%	241	17159.681663345167	299.40459276808673	1.66
0.5%	242	17340.080100845167	299.6803730821033	1.66
0.5%	243	17705.197288345167	297.78745814497813	1.66
0.5%	244	17380.947288345167	297.97203984140236	1.66
0.5%	245	17381.087913345167	299.1846702930702	1.66
0.5%	246	17198.212913345167	299.17297625821794	1.66
0.5%	247	16841.861350845167	301.1439629018354	1.66
0.5%	248	16877.876975845167	301.53948850495857	1.66
0.5%	249	16505.197288345167	302.0765250171334	1.66
0.5%	250	16799.978538345167	302.67832806115797	1.66
0.5%	251	17073.376975845167	300.7452907800251	1.66
0.5%	252	17191.228538345167	300.50538810522426	1.66
0.5%	253	17449.056663345167	299.2997917470511	1.66
0.5%	254	17058.587913345167	299.63108171371584	1.66
0.5%	255	16879.478538345167	300.950212024175	1.66
0.5%	256	16662.837913345167	301.6863755554173	1.66
0.5%	257	16695.408225845167	302.77909124321997	1.66
0.5%	258	17115.759788345167	301.2718350172902	1.66
0.5%	259	17127.416038345167	300.276140575702	1.66
0.5%	260	17377.119163345167	300.07794810058755	1.66
0.5%	261	17286.494163345167	299.280003562122	1.66
0.5%	262	17170.619163345167	300.6735124793637	1.66
0.5%	263	17571.259788345167	299.7921351361269	1.66
0.5%	264	17407.955100845167	299.23165252528247	1.66
0.5%	265	17323.072288345167	300.4383148669995	1.66
0.5%	266	17075.744163345167	300.64330856946344	1.66
0.5%	267	16856.080100845167	302.040436048376	1.66
0.5%	268	17039.744163345167	301.84206891758333	1.66
0.5%	269	17040.986350845167	301.72535939286223	1.66
0.5%	270	17319.611350845167	301.17595373618605	1.66
0.5%	271	17206.416038345167	300.24920488747756	1.66
0.5%	272	17130.400413345167	301.4158284868338	1.66
0.5%	273	17340.470725845167	300.43204175232086	1.66
0.5%	274	17135.822288345167	300.6727564335128	1.66
0.6%	275	17244.400413345167	300.8890401016977	1.66
0.6%	276	17002.658225845167	300.77226189414114	1.66
0.6%	277	16893.791038345167	302.34727551870355	1.66
0.6%	278	17200.041038345167	301.32447038676554	1.66
0.6%	279	17252.134788345167	300.6721619495355	1.66
0.6%	280	17559.306663345167	299.6992861220684	1.66
0.6%	281	17438.212913345167	299.1611915401276	1.66
0.6%	282	17347.119163345167	300.14540803798195	1.66
0.6%	283	17442.814475845167	299.7509864501484	1.66
0.6%	284	17248.041038345167	300.08016304300827	1.66
0.6%	285	17261.501975845167	301.0507311548804	1.66
0.6%	286	17188.556663345167	300.8431640236092	1.66
0.6%	287	17020.517600845167	301.6846562112756	1.66
0.6%	288	17284.455100845167	301.1741452724261	1.66
0.6%	289	17356.931663345167	300.1856056670606	1.66
0.6%	290	17473.822288345167	300.2618148455574	1.66
0.6%	291	17465.392600845167	299.6056735832448	1.66
0.6%	292	17167.486350845167	300.5138569641568	1.66
0.6%	293	17058.970725845167	301.13266027616675	1.66
0.6%	294	17037.126975845167	301.4359735204219	1.66
0.6%	295	17202.931663345167	300.96085505770054	1.66
0.6%	296	17307.205100845167	300.1503509147405	1.66
0.6%	297	17254.408225845167	300.433579081969	1.66
0.6%	298	17129.595725845167	301.0259103672577	1.66
0.6%	299	17101.462913345167	301.1921531922236	1.66
0.6%	300	17132.775413345167	301.0364428710078	1.66
0.6%	301	17202.736350845167	300.93079419518125	1.66
0.6%	302	17520.400413345167	299.8911003004269	1.66
0.6%	303	17608.166038345167	298.83729685686	1.66
0.6%	304	17463.166038345167	299.2291199248642	1.66
0.6%	305	17064.759788345167	300.42400150957513	1.66
0.6%	306	16644.775413345167	302.7029596128275	1.66
0.6%	307	16842.337913345167	303.2407033054609	1.66
0.6%	308	17032.939475845167	302.31567578077676	1.66
0.6%	309	17753.322288345167	300.4885746885199	1.66
0.6%	310	18021.587913345167	297.45085272659384	1.66
0.6%	311	17653.650413345167	298.26177919553095	1.66
0.6%	312	17505.619163345167	299.32486358865555	1.66
0.6%	313	16969.658225845167	300.65498328472614	1.66
0.6%	314	17135.994163345167	301.95559196071275	1.66
0.6%	315	17259.353538345167	300.52962467074605	1.66
0.6%	316	17177.486350845167	301.2540251095017	1.66
0.6%	317	17605.705100845167	299.6898131114107	1.66
0.6%	318	17446.431663345167	299.250933124128	1.66
0.6%	319	17803.556663345167	299.1922518333127	1.66
0.6%	320	17652.400413345167	297.5294443118849	1.66
0.6%	321	17080.291038345167	300.16906223009147	1.66
0.6%	322	17052.642600845167	300.8151481338373	1.66
0.6%	323	16669.056663345167	301.69621267723375	1.66
0.6%	324	17075.119163345167	302.02096325879296	1.66
0.7%	325	17337.900413345167	299.6420653583541	1.66
0.7%	326	17164.228538345167	300.035611572016	1.66
0.7%	327	17241.775413345167	299.91229494284613	1.66
0.7%	328	16811.166038345167	300.9192545211498	1.66
0.7%	329	17009.462913345167	301.6184553336908	1.66
0.7%	330	17111.494163345167	299.89694193060535	1.66
0.7%	331	16935.251975845167	300.9134469108541	1.66
0.7%	332	17086.697288345167	300.2230208800519	1.66
0.7%	333	16635.673850845167	301.08856724362107	1.66
0.7%	334	16852.900413345167	302.3913724181731	1.66
0.7%	335	17141.306663345167	300.3326963899348	1.66
0.7%	336	17170.751975845167	300.41951664437653	1.66
0.7%	337	17370.267600845167	299.356565803666	1.66
0.7%	338	16700.056663345167	300.40953410568324	1.66
0.7%	339	16770.900413345167	302.34373999235453	1.66
0.7%	340	16971.486350845167	300.684213707086	1.66
0.7%	341	17037.166038345167	301.04628071051064	1.66
0.7%	342	17539.611350845167	298.8901366677022	1.66
0.7%	343	16912.845725845167	299.286986219618	1.66
0.7%	344	16904.244163345167	301.47922663749216	1.66
0.7%	345	16840.322288345167	300.444433872912	1.66
0.7%	346	16737.744163345167	302.0405992863614	1.66
0.7%	347	17411.845725845167	300.03732621964076	1.66
0.7%	348	17160.994163345167	299.15794010232077	1.66
0.7%	349	17360.478538345167	300.2788742031203	1.66
0.7%	350	17295.853538345167	299.0178887123471	1.66
0.7%	351	16961.353538345167	300.7705709902193	1.66
0.7%	352	17196.369163345167	300.5554953450818	1.66
0.7%	353	17049.869163345167	300.2777773093495	1.66
0.7%	354	17432.384788345167	300.12886642907694	1.66
0.7%	355	17587.767600845167	298.26692914335337	1.66
0.7%	356	17250.509788345167	299.0896246228014	1.66
0.7%	357	17188.353538345167	299.7344043939038	1.66
0.7%	358	16817.392600845167	300.7205487092385	1.66
0.7%	359	16953.962913345167	301.68200127450325	1.66
0.7%	360	17118.697288345167	300.41869626107206	1.66
0.7%	361	17117.728538345167	300.47807294257586	1.66
0.7%	362	17379.056663345167	299.7510306421095	1.66
0.7%	363	17243.111350845167	299.11886217865936	1.66
0.7%	364	17201.275413345167	299.9515835429303	1.66
0.7%	365	17177.822288345167	299.6789507217794	1.66
0.7%	366	16900.525413345167	300.512525109373	1.66
0.7%	367	16950.197288345167	301.02780795388736	1.66
0.7%	368	16907.494163345167	300.7525453308157	1.66
0.7%	369	16975.033225845167	301.12036592371163	1.66
0.7%	370	17323.830100845167	299.91714948948976	1.66
0.7%	371	17335.634788345167	298.9433535643698	1.66
0.7%	372	17327.384788345167	299.0946575594142	1.66
0.7%	373	17068.861350845167	299.16682003898313	1.66
0.7%	374	16879.775413345167	300.59106668112065	1.66
0.8%	375	17101.017600845167	300.12633004538804	1.66
0.8%	376	16949.806663345167	299.57206320995726	1.66
0.8%	377	17004.525413345167	300.42687393228766	1.66
0.8%	378	16803.509788345167	300.22562024526604	1.66
0.8%	379	16700.267600845167	301.491602708843	1.66
0.8%	380	17134.939475845167	300.10671796943825	1.66
0.8%	381	17065.103538345167	299.4650271777786	1.66
0.8%	382	17214.947288345167	299.9701989290917	1.66
0.8%	383	17137.119163345167	298.87642564511486	1.66
0.8%	384	16766.353538345167	300.7631474010673	1.66
0.8%	385	17086.431663345167	300.4985388867885	1.66
0.8%	386	17030.126975845167	299.59224837635804	1.66
0.8%	387	17237.697288345167	299.82306894168	1.66
0.8%	388	17386.103538345167	298.4255138122287	1.66
0.8%	389	17192.462913345167	299.17161280219284	1.66
0.8%	390	17545.462913345167	298.73467016113227	1.66
0.8%	391	17499.916038345167	297.6814406449897	1.66
0.8%	392	17374.041038345167	298.61204153601346	1.66
0.8%	393	17477.416038345167	298.4850198145842	1.66
0.8%	394	17234.228538345167	298.8477273870109	1.66
0.8%	395	17417.416038345167	299.6376381771093	1.66
0.8%	396	17577.908225845167	298.3146538524912	1.66
0.8%	397	17379.087913345167	298.9811987832112	1.66
0.8%	398	17495.525413345167	298.98432037454614	1.66
0.8%	399	17135.759788345167	299.204101041794	1.66
0.8%	400	17159.931663345167	300.9615385637037	1.66
0.8%	401	17443.494163345167	299.48042314366785	1.66
0.8%	402	17350.447288345167	299.53806760517807	1.66
0.8%	403	17567.634788345167	299.09629887451564	1.66
0.8%	404	17284.689475845167	298.7728405012974	1.66
0.8%	405	16960.650413345167	301.0962142279386	1.66
0.8%	406	17325.228538345167	300.562071337281	1.66
0.8%	407	17272.064475845167	299.5883975175691	1.66
0.8%	408	17498.572288345167	299.46202284318747	1.66
0.8%	409	17444.072288345167	298.0894739304947	1.66
0.8%	410	16974.705100845167	299.97978813077134	1.66
0.8%	411	17054.548850845167	300.58184328817833	1.66
0.8%	412	17057.494163345167	300.2522679649594	1.66
0.8%	413	17395.509788345167	299.91375278671774	1.66
0.8%	414	17607.353538345167	298.16188285048804	1.66
0.8%	415	17479.400413345167	298.311920918946	1.66
0.8%	416	17288.978538345167	298.7204756430224	1.66
0.8%	417	16742.251975845167	300.34472623828975	1.66
0.8%	418	16632.947288345167	302.0273468634916	1.66
0.8%	419	16907.587913345167	301.12318448275227	1.66
0.8%	420	17260.845725845167	299.8125926943874	1.66
0.8%	421	17490.220725845167	298.1063262929431	1.66
0.8%	422	17257.712913345167	298.3827193010946	1.66
0.8%	423	17255.947288345167	298.83613727434954	1.66
0.8%	424	17222.189475845167	298.85479346890173	1.66
0.8%	425	17332.728538345167	298.8729646306599	1.66
0.9%	426	17411.931663345167	298.4010997642017	1.66
0.9%	427	17264.291038345167	298.48606545078246	1.66
0.9%	428	17076.408225845167	299.3535270832705	1.66
0.9%	429	16964.259788345167	300.0921522758239	1.66
0.9%	430	17159.251975845167	299.9664612802475	1.66
0.9%	431	17557.181663345167	298.2986335900868	1.66
0.9%	432	17735.009788345167	296.9725352158635	1.66
0.9%	433	17629.322288345167	296.6613486830942	1.66
0.9%	434	17180.837913345167	297.98561864939035	1.66
0.9%	435	16984.220725845167	299.78186222465774	1.66
0.9%	436	16924.134788345167	299.9487768003169	1.66
0.9%	437	17060.916038345167	300.2183846814968	1.66
0.9%	438	17265.275413345167	298.64437148668964	1.66
0.9%	439	17239.611350845167	298.64487785518304	1.66
0.9%	440	17484.650413345167	297.9045261444302	1.66
0.9%	441	17218.181663345167	298.147179566899	1.66
0.9%	442	17343.306663345167	299.17023985178406	1.66
0.9%	443	17244.166038345167	298.71100468037656	1.66
0.9%	444	17078.064475845167	300.0347649955573	1.66
0.9%	445	17391.353538345167	299.10431452519754	1.66
0.9%	446	17073.806663345167	299.6228276663351	1.66
0.9%	447	17475.791038345167	299.75064803531814	1.66
0.9%	448	17452.814475845167	297.7271434519197	1.66
0.9%	449	17254.525413345167	299.36079206041416	1.66
0.9%	450	17582.080100845167	298.1062410727672	1.66
0.9%	451	16947.994163345167	299.01959097535087	1.66
0.9%	452	17217.197288345167	301.01193361758703	1.66
0.9%	453	17174.986350845167	298.91429833854795	1.66
0.9%	454	17080.158225845167	300.682540728582	1.66
0.9%	455	17810.580100845167	298.27164031150846	1.66
0.9%	456	17142.291038345167	298.2361526684926	1.66
0.9%	457	17252.564475845167	300.6204540889281	1.66
0.9%	458	17117.689475845167	299.03247222699866	1.66
0.9%	459	16867.994163345167	301.45874816403216	1.66
0.9%	460	17716.275413345167	298.9470849881792	1.66
0.9%	461	17337.478538345167	297.5101380225083	1.66
0.9%	462	17427.751975845167	299.27678654357936	1.66
0.9%	463	17231.947288345167	298.0822364816997	1.66
0.9%	464	16692.087913345167	301.3011452421732	1.66
0.9%	465	17212.033225845167	300.61312220515754	1.66
0.9%	466	17060.337913345167	299.34951053758846	1.66
0.9%	467	17384.814475845167	299.618141515574	1.66
0.9%	468	17020.095725845167	298.2687185574179	1.66
0.9%	469	16574.486350845167	301.5488979972824	1.66
0.9%	470	17190.806663345167	299.96952119186795	1.66
0.9%	471	17000.931663345167	299.10850684663245	1.66
0.9%	472	17555.658225845167	299.08824592051315	1.66
0.9%	473	17187.587913345167	297.28483538429685	1.66
0.9%	474	16689.158225845167	301.05452541740976	1.66
0.9%	475	17178.986350845167	299.56389474628725	1.66
1.0%	476	16978.830100845167	299.3086734239877	1.66
1.0%	477	17664.556663345167	298.49939404644084	1.66
1.0%	478	17392.275413345167	296.39454924098845	1.66
1.0%	479	17006.775413345167	299.7437231277523	1.66
1.0%	480	17335.009788345167	298.51764030841736	1.66
1.0%	481	16886.728538345167	299.0152317210719	1.66
1.0%	482	17557.650413345167	298.85238787466136	1.66
1.0%	483	17277.119163345167	296.37180221491116	1.66
1.0%	484	16977.705100845167	299.1583692791555	1.66
1.0%	485	17285.916038345167	297.67327734256264	1.66
1.0%	486	16690.845725845167	298.92696005640414	1.66
1.0%	487	17016.759788345167	299.5389521202971	1.66
1.0%	488	16591.017600845167	298.5747751503768	1.66
1.0%	489	16339.048850845167	301.6679932221936	1.66
1.0%	490	16752.916038345167	300.23320719733516	1.66
1.0%	491	16621.384788345167	300.0517440780567	1.66
1.0%	492	17313.337913345167	298.8155363089187	1.66
1.0%	493	17060.681663345167	296.9253529721163	1.66
1.0%	494	16737.181663345167	299.42892327263894	1.66
1.0%	495	16574.392600845167	299.73254072237586	1.66
1.0%	496	16262.791038345167	301.8012535713877	1.66
1.0%	497	16901.658225845167	300.65730305156364	1.66
1.0%	498	16999.658225845167	298.68945376822177	1.66
1.0%	499	17303.697288345167	298.397205260538	1.66
1.0%	500	17144.095725845167	297.1362729863684	1.66
1.0%	501	16707.486350845167	299.6569264154867	1.66
1.0%	502	17043.603538345167	299.17360720420965	1.66
1.0%	503	16695.751975845167	299.3152659306037	1.66
1.0%	504	17014.822288345167	300.0939209351115	1.66
1.0%	505	16858.978538345167	298.48325724248457	1.66
1.0%	506	16706.884788345167	300.6432860113581	1.66
1.0%	507	17370.376975845167	298.2709396544839	1.66
1.0%	508	16926.517600845167	297.9711531444522	1.66
1.0%	509	17213.611350845167	298.93929198306245	1.66
1.0%	510	16797.978538345167	297.9135501731761	1.66
1.0%	511	16381.697288345167	301.4790154620657	1.66
1.0%	512	17074.041038345167	299.67352802644075	1.66
1.0%	513	16831.228538345167	298.72906965781357	1.66
1.0%	514	17442.970725845167	298.4965631277815	1.66
1.0%	515	17209.884788345167	296.1419125177312	1.66
